Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,250.0,250.0,50.0
4,08:45,250.0,250.0,50.0
5,09:00,250.0,250.0,50.0
6,09:15,248.07479224376755,250.0,50.0
7,09:30,248.07479224376755,250.0,50.0
8,09:45,245.9695290858728,250.0,50.0
9,10:00,245.9695290858728,250.0,50.0
10,10:15,245.9695290858728,250.0,50.0
11,10:30,244.5817174515239,250.0,50.0
12,10:45,244.5817174515239,250.0,50.0
13,11:00,244.5817174515239,250.0,50.0
14,11:15,244.5817174515239,250.0,50.0
15,11:30,243.2437673130197,250.0,50.0
16,11:45,241.138504155125,250.0,50.0
17,12:00,241.13850415512476,250.0,50.0
18,12:15,239.03324099723002,250.0,50.0
19,12:30,236.92797783933528,250.0,50.0
20,12:45,234.82271468144054,250.0,50.0
21,13:00,232.7174515235458,250.0,50.0
22,13:15,232.7174515235458,250.0,50.0
23,13:30,232.7174515235458,250.0,50.0
24,13:45,230.61218836565106,250.0,50.0
25,14:00,228.6703601108036,250.0,50.0
26,14:15,228.6703601108036,250.0,50.0
27,14:30,228.6703601108036,250.0,50.0
28,14:45,226.56509695290887,250.0,50.0
29,15:00,226.56509695290887,250.0,50.0
30,15:15,226.56509695290887,250.0,50.0
31,15:30,226.56509695290873,250.0,50.0
32,15:45,226.56509695290873,250.0,50.0
33,16:00,225.11357340720136,250.0,50.0
34,16:15,225.11357340720136,250.0,50.0
35,16:30,223.00831024930733,250.0,50.0
36,16:45,223.00831024930733,250.0,50.0
37,17:00,223.00831024930733,250.0,50.0
38,17:15,220.9030470914126,250.0,50.0
39,17:30,218.79778393351785,250.0,50.0
40,17:45,216.6925207756231,250.0,50.0
41,18:00,214.58725761772837,250.0,50.0
42,18:15,212.48199445983363,250.0,50.0
43,18:30,210.3767313019389,250.0,50.0
44,18:45,210.37673130193966,250.0,50.0
45,19:00,210.37673130194042,250.0,50.0
46,19:15,208.2714681440457,250.0,50.0
47,19:30,206.16620498615026,250.0,50.0
48,19:45,204.06094182825478,250.0,50.0
49,20:00,201.95567867036004,250.0,50.0
50,20:15,199.8504155124653,250.0,50.0
51,20:30,197.74515235457056,250.0,50.0
52,20:45,197.25761772853352,250.0,50.0
53,21:00,197.25761772853352,250.0,50.0
54,21:15,198.45630823470157,250.0,50.0
55,21:30,199.65499874087146,250.0,50.0
56,21:45,200.85368924704153,250.0,50.0
57,22:00,202.05237975321143,250.0,50.0
58,22:15,203.25107025938115,250.0,50.0
59,22:30,204.44976076555088,250.0,50.0
60,22:45,205.6484512717206,250.0,50.0
61,23:00,206.84714177789033,250.0,50.0
62,23:15,208.04583228406005,250.0,50.0
63,23:30,209.24452279022978,250.0,50.0
64,23:45,210.4432132963995,250.0,50.0
65,00:00,211.6419038025691,250.0,50.0
66,00:15,212.84059430873882,250.0,50.0
67,00:30,214.03928481490854,250.0,50.0
68,00:45,215.23797532107827,250.0,50.0
69,01:00,216.436665827248,250.0,50.0
70,01:15,217.63535633341772,250.0,50.0
71,01:30,218.83404683958744,250.0,50.0
72,01:45,220.03273734575717,250.0,50.0
73,02:00,221.2314278519269,250.0,50.0
74,02:15,222.43011835809662,250.0,50.0
75,02:30,223.62880886426635,250.0,50.0
76,02:45,224.82749937043607,250.0,50.0
77,03:00,226.0261898766058,250.0,50.0
78,03:15,227.22488038277552,250.0,50.0
79,03:30,228.42357088894525,250.0,50.0
80,03:45,229.62226139511483,250.0,50.0
81,04:00,230.82095190128456,250.0,50.0
82,04:15,232.01964240745428,250.0,50.0
83,04:30,233.218332913624,250.0,50.0
84,04:45,234.41702341979374,250.0,50.0
85,05:00,235.61571392596346,250.0,50.0
86,05:15,236.8144044321332,250.0,50.0
87,05:30,238.0130949383029,250.0,50.0
88,05:45,239.21178544447264,250.0,50.0
89,06:00,240.41047595064217,250.0,50.0
90,06:15,241.6091664568119,250.0,50.0
91,06:30,242.80785696298162,250.0,50.0
92,06:45,244.00654746915134,250.0,50.0
93,07:00,245.20523797532107,250.0,50.0
94,07:15,246.4039284814908,250.0,50.0
95,07:30,247.60261898766058,250.0,50.0
96,07:45,248.8013094938303,250.0,50.0
97,08:00,250.0,250.0,50.0
