Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh,CEV_2_Charging_kW,CEV_2_Working_kW,CEV_2_NetPower_kW,CEV_2_SOE_Start_kWh,CEV_2_SOE_End_kWh
1,1,08:00,08:15,08:15,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,4.7700000000000005,-4.7700000000000005,14.8,13.6075,0.0,4.7700000000000005,-4.7700000000000005,14.8,13.6075
2,2,08:15,08:30,08:30,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,4.77,-4.77,13.6075,12.415,0.0,4.77,-4.77,13.6075,12.415
3,3,08:30,08:45,08:45,0.0,-4.573230683035945e-13,0,4.573230683035945e-13,250.0,250.0,0.0,0.0,1.0,0.0,4.77,-4.77,12.415,11.222500000000108,-4.573230683035945e-13,4.770000000000272,-4.77000000000073,12.415,11.222499999999823
4,4,08:45,09:00,09:00,-0.0,0.0,0,-0.0,250.0,250.0,1.0,1.0,0.0,0.0,4.769999999999727,-4.769999999999727,11.222500000000108,10.030000000000179,0.0,4.77,-4.77,11.222499999999823,10.029999999999824
5,5,09:00,09:15,09:15,-0.0,7.315789473683298,0,-7.315789473683298,250.0,248.07479224376755,0.0,0.0,1.0,0.0,0.0,0.0,10.030000000000179,10.030000000000179,7.315789473683298,-2.722022607315466e-13,7.315789473683569,10.029999999999824,11.767499999999675
6,6,09:15,09:30,09:30,-0.0,0.0,0,-0.0,248.07479224376755,248.07479224376755,0.0,0.0,1.0,0.0,4.720000000000272,-4.720000000000272,10.030000000000179,8.850000000000112,0.0,4.72,-4.72,11.767499999999675,10.587499999999675
7,7,09:30,09:45,09:45,-0.0,8.0,0,-8.0,248.07479224376755,245.9695290858728,0.0,0.0,1.0,0.0,4.77,-4.77,8.850000000000112,7.6575000000001125,8.0,0.0,8.0,10.587499999999675,12.487499999999676
8,8,09:45,10:00,10:00,-0.0,0.0,0,-0.0,245.9695290858728,245.9695290858728,1.0,1.0,0.0,0.0,4.77,-4.77,7.6575000000001125,6.465000000000112,0.0,4.77,-4.77,12.487499999999676,11.294999999999675
9,9,10:00,10:15,10:15,-0.0,0.0,0,-0.0,245.9695290858728,245.9695290858728,0.0,1.0,0.0,0.0,4.769999999999727,-4.769999999999727,6.465000000000112,5.27250000000018,0.0,4.77,-4.77,11.294999999999675,10.102499999999676
10,10,10:15,10:30,10:30,-0.0,5.273684210525829,0,-5.273684210525829,245.9695290858728,244.5817174515239,0.0,0.0,1.0,5.273684210525829,0.0,5.273684210525829,5.27250000000018,6.525000000000064,0.0,4.77,-4.77,10.102499999999676,8.909999999999677
