Time_Period,Time_Label,CEV_1_SOE_kWh,CEV_1_Max_SOE_kWh,CEV_1_Min_SOE_kWh,CEV_2_SOE_kWh,CEV_2_Max_SOE_kWh,CEV_2_Min_SOE_kWh
1,08:00,14.8,14.8,2.96,14.8,14.8,2.96
2,08:15,13.6075,14.8,2.96,13.6075,14.8,2.96
3,08:30,12.415,14.8,2.96,12.415,14.8,2.96
4,08:45,11.222500000000108,14.8,2.96,11.222499999999823,14.8,2.96
5,09:00,10.030000000000179,14.8,2.96,10.029999999999824,14.8,2.96
6,09:15,10.030000000000179,14.8,2.96,11.767499999999675,14.8,2.96
7,09:30,8.850000000000112,14.8,2.96,10.587499999999675,14.8,2.96
8,09:45,7.6575000000001125,14.8,2.96,12.487499999999676,14.8,2.96
9,10:00,6.465000000000112,14.8,2.96,11.294999999999675,14.8,2.96
10,10:15,5.27250000000018,14.8,2.96,10.102499999999676,14.8,2.96
11,10:30,6.525000000000064,14.8,2.96,8.909999999999677,14.8,2.96
12,10:45,5.332499999999996,14.8,2.96,7.717499999999677,14.8,2.96
13,11:00,4.152499999999996,14.8,2.96,7.717499999999676,14.8,2.96
14,11:15,2.96,14.8,2.96,6.537499999999676,14.8,2.96
15,11:30,4.167500000000046,14.8,2.96,5.3449999999996765,14.8,2.96
16,11:45,6.067500000000025,14.8,2.96,4.152499999999675,14.8,2.96
17,12:00,4.875000000000229,14.8,2.96,2.96,14.8,2.96
18,12:15,6.775000000000228,14.8,2.96,2.96,14.8,2.96
19,12:30,8.675000000000228,14.8,2.96,2.96,14.8,2.96
20,12:45,10.575000000000228,14.8,2.96,2.96,14.8,2.96
21,13:00,12.475000000000229,14.8,2.96,2.96,14.8,2.96
22,13:15,12.475000000000229,14.8,2.96,2.9599999999999813,14.8,2.96
23,13:30,12.475000000000229,14.8,2.96,2.9599999999999813,14.8,2.96
24,13:45,12.475000000000229,14.8,2.96,4.859999999999982,14.8,2.96
25,14:00,12.475000000000229,14.8,2.96,6.612499999999805,14.8,2.96
26,14:15,11.28250000000023,14.8,2.96,5.817499999999805,14.8,2.96
27,14:30,10.090000000000229,14.8,2.96,4.637499999999806,14.8,2.96
28,14:45,8.910000000000249,14.8,2.96,6.537499999999805,14.8,2.96
29,15:00,8.115000000000249,14.8,2.96,5.344999999999805,14.8,2.96
30,15:15,8.115000000000249,14.8,2.96,4.549999999999816,14.8,2.96
31,15:30,7.320000000000249,14.8,2.96,3.7550000000000026,14.8,2.96
32,15:45,6.525000000000249,14.8,2.96,2.96,14.8,2.96
33,16:00,5.7300000000002544,14.8,2.96,4.270000000000801,14.8,2.96
34,16:15,4.550000000000252,14.8,2.96,3.0900000000005683,14.8,2.96
35,16:30,4.550000000000252,14.8,2.96,4.989999999999621,14.8,2.96
36,16:45,3.755000000000252,14.8,2.96,4.194999999999855,14.8,2.96
37,17:00,2.9600000000002327,14.8,2.96,3.3999999999998542,14.8,2.96
38,17:15,2.9600000000002327,14.8,2.96,5.299999999999854,14.8,2.96
39,17:30,2.9600000000002327,14.8,2.96,7.199999999999854,14.8,2.96
40,17:45,2.9600000000002327,14.8,2.96,9.099999999999854,14.8,2.96
41,18:00,2.9600000000002327,14.8,2.96,10.999999999999854,14.8,2.96
42,18:15,2.9600000000002327,14.8,2.96,12.899999999999855,14.8,2.96
43,18:30,2.9600000000002327,14.8,2.96,14.799999999999853,14.8,2.96
44,18:45,2.9600000000002327,14.8,2.96,14.799999999999168,14.8,2.96
45,19:00,2.9600000000002327,14.8,2.96,14.799999999998482,14.8,2.96
46,19:15,4.860000000000904,14.8,2.96,14.799999999997796,14.8,2.96
47,19:30,6.7600000000015745,14.8,2.96,14.799999999997782,14.8,2.96
48,19:45,8.660000000002245,14.8,2.96,14.799999999997782,14.8,2.96
49,20:00,10.560000000002246,14.8,2.96,14.799999999997782,14.8,2.96
50,20:15,12.460000000002244,14.8,2.96,14.799999999997782,14.8,2.96
51,20:30,14.360000000002245,14.8,2.96,14.799999999997782,14.8,2.96
52,20:45,14.800000000000681,14.8,2.96,14.799999999997782,14.8,2.96
53,21:00,14.80000000000068,14.8,2.96,14.799999999997782,14.8,2.96
