src,nodes,in_queue,leaves,explored_pct,best_bound,best_sol,gap_pct,cuts,in_lp,confl,lp_iters,time_s
,6168,86,319,7.65,1016.134272,5534.111111,81.64,7547,208,3733,1285000,768.4
,6323,102,388,7.65,1016.134272,5534.111111,81.64,5349,167,4372,1300000,773.8
,6430,109,435,7.65,1016.134272,5534.111111,81.64,5918,259,4731,1327000,781.2
,6526,124,475,7.66,1016.134272,5534.111111,81.64,5869,274,5176,1345000,786.7
,6641,139,521,7.66,1016.134272,5534.111111,81.64,6496,251,5644,1358000,791.7
,6736,152,557,7.71,1016.134272,5534.111111,81.64,6607,268,6190,1397000,801.7
,6839,172,597,8.25,1016.134272,5534.111111,81.64,7865,293,6603,1409000,806.8
,6990,192,659,8.35,1016.134272,5534.111111,81.64,8043,161,7203,1425000,811.8
,7138,220,717,8.4,1016.134272,5534.111111,81.64,7388,215,7743,1443000,816.9
,7232,228,760,8.6,1016.134272,5534.111111,81.64,6757,209,8186,1471000,824.2
,7357,248,808,11.73,1016.134272,5534.111111,81.64,6162,214,8952,1486000,829.3
,7542,283,879,11.93,1016.134272,5534.111111,81.64,5907,248,9616,1506000,835.9
,7640,297,919,13.71,1016.134272,5534.111111,81.64,5667,287,9079,1525000,842.9
,7741,304,962,13.73,1016.134272,5534.111111,81.64,5495,266,9448,1557000,852.5
,7862,310,1018,13.73,1016.134272,5534.111111,81.64,5228,263,9851,1571000,857.5
,7945,325,1052,13.73,1016.134272,5534.111111,81.64,5238,268,9489,1585000,862.6
,8054,336,1100,13.76,1016.134272,5534.111111,81.64,5253,292,9928,1599000,867.6
,8137,338,1141,13.76,1016.134272,5534.111111,81.64,5278,292,9309,1621000,873.8
,8244,344,1192,13.76,1016.134272,5534.111111,81.64,5250,292,9623,1635000,879.1
,8399,359,1259,13.76,1016.134272,5534.111111,81.64,5590,221,9044,1647000,884.2
,8524,366,1316,13.77,1016.134272,5534.111111,81.64,5889,221,9439,1661000,889.2
,8547,372,1322,13.86,1016.134272,5534.111111,81.64,6068,247,9501,1688000,895.8
,8648,396,1359,13.98,1016.134272,5534.111111,81.64,5953,278,9840,1702000,900.9
,8776,407,1416,13.99,1016.134272,5534.111111,81.64,6041,293,9375,1716000,905.9
,8890,415,1466,13.99,1016.134272,5534.111111,81.64,6289,245,9664,1729000,911.0
,9038,429,1526,13.99,1016.134272,5534.111111,81.64,6936,160,9996,1743000,916.0
,9139,444,1569,13.99,1016.134272,5534.111111,81.64,7263,188,9466,1758000,921.0
,9230,456,1604,13.99,1016.134272,5534.111111,81.64,7343,131,9857,1772000,926.2
,9299,466,1637,14.11,1016.134272,5534.111111,81.64,7708,183,9155,1792000,931.9
,9359,469,1665,14.15,1016.134272,5534.111111,81.64,8053,212,9313,1810000,937.0
,9440,473,1699,14.16,1016.134272,5534.111111,81.64,8088,212,9592,1829000,942.0
,9452,0,0,0.0,1016.134272,5534.111111,81.64,212,0,0,1830000,942.6
,9452,0,0,0.0,1016.134272,5534.111111,81.64,212,32,4,1830000,942.8
,9527,4,31,3.74,1016.134272,5534.111111,81.64,2137,65,241,1840000,947.8
,9564,16,45,5.16,1016.134272,5534.111111,81.64,3647,211,349,1870000,956.7
,9674,25,87,10.96,1016.134272,5534.111111,81.64,3527,261,778,1889000,961.7
,9795,35,138,11.14,1016.134272,5534.111111,81.64,4324,195,1160,1904000,966.7
,9864,40,169,11.34,1016.134272,5534.111111,81.64,4913,212,1467,1922000,971.9
,9965,52,213,11.46,1016.134272,5534.111111,81.64,5297,232,1763,1969000,982.9
,10084,61,266,11.71,1016.134272,5534.111111,81.64,5426,243,2209,1988000,988.3
,10194,75,315,11.71,1016.134272,5534.111111,81.64,5668,217,2573,2005000,993.5
,10330,79,379,11.73,1016.134272,5534.111111,81.64,5722,181,3124,2023000,998.6
,10385,82,405,11.77,1016.134272,5534.111111,81.64,5725,205,3329,2045000,1003.6
,10515,86,467,11.77,1016.134272,5534.111111,81.64,6028,194,3646,2064000,1008.7
,10640,96,522,15.68,1016.134272,5534.111111,81.64,6286,212,4351,2082000,1013.7
,10766,106,580,15.78,1016.134272,5534.111111,81.64,6478,201,4793,2101000,1019.2
,10870,112,626,15.97,1016.134272,5534.111111,81.64,6870,249,5106,2119000,1024.9
,10978,134,669,16.0,1016.134272,5534.111111,81.64,7047,186,5365,2132000,1030.0
,11069,139,706,16.0,1016.134272,5534.111111,81.64,6954,201,5710,2149000,1035.1
,11155,145,743,16.0,1016.134272,5534.111111,81.64,7001,201,5942,2170000,1040.2
,11273,156,792,16.01,1016.134272,5534.111111,81.64,7336,218,6237,2194000,1047.6
,11371,164,829,16.06,1016.134272,5534.111111,81.64,7452,269,6828,2212000,1053.0
,11537,171,904,16.06,1016.134272,5534.111111,81.64,7753,209,7246,2228000,1058.2
,11585,176,918,16.06,1016.134272,5534.111111,81.64,8044,229,7359,2250000,1064.0
,11718,193,967,16.07,1016.134272,5534.111111,81.64,8626,194,7834,2266000,1069.6
,11829,209,1010,16.1,1016.134272,5534.111111,81.64,9856,247,8038,2282000,1074.8
,11906,216,1043,16.11,1016.134272,5534.111111,81.64,9687,196,8419,2298000,1079.9
,12021,226,1084,16.13,1016.134272,5534.111111,81.64,9879,221,8708,2316000,1085.0
,12128,236,1132,16.13,1016.134272,5534.111111,81.64,9834,228,9015,2329000,1090.1
,12260,239,1179,16.13,1016.134272,5534.111111,81.64,9808,199,9321,2346000,1095.2
,12383,250,1230,16.23,1016.134272,5534.111111,81.64,9299,275,9628,2362000,1102.4
,12443,249,1248,16.23,1016.134272,5534.111111,81.64,9252,297,9727,2377000,1107.8
,12518,271,1271,16.26,1016.134272,5534.111111,81.64,8361,217,9884,2391000,1112.9
,12623,288,1312,16.26,1016.134272,5534.111111,81.64,7627,220,9652,2401000,1117.9
,12684,293,1335,16.27,1016.134272,5534.111111,81.64,7694,220,9865,2411000,1122.9
,12757,300,1358,16.27,1016.134272,5534.111111,81.64,7510,253,9367,2423000,1128.0
,12875,308,1406,16.27,1016.134272,5534.111111,81.64,7820,289,9771,2436000,1133.4
,12988,314,1458,16.27,1016.134272,5534.111111,81.64,8387,210,9360,2448000,1138.5
,13037,317,1476,16.27,1016.134272,5534.111111,81.64,8436,176,9990,2459000,1143.7
,13091,323,1500,16.27,1016.134272,5534.111111,81.64,8455,176,9530,2484000,1150.2
,13162,325,1524,16.29,1016.134272,5534.111111,81.64,8808,271,9736,2497000,1155.3
,13259,346,1561,16.74,1016.134272,5534.111111,81.64,9060,220,9419,2509000,1160.4
,13341,357,1594,17.55,1016.134272,5534.111111,81.64,9080,220,9593,2525000,1165.4
,13341,0,0,0.0,1016.134272,5534.111111,81.64,220,0,0,2525000,1165.7
,13341,0,0,0.0,1016.134272,5534.111111,81.64,220,53,2,2525000,1165.9
,13341,0,0,0.0,1016.134272,5534.111111,81.64,2147,85,2,2632000,1229.9
,13403,6,22,0.92,1016.134272,5534.111111,81.64,2163,85,107,2643000,1235.0
,13448,17,41,1.71,1016.134272,5534.111111,81.64,2701,233,233,2696000,1266.7
,13534,17,80,1.79,1016.134272,5534.111111,81.64,2731,233,582,2704000,1271.8
,13569,27,95,1.96,1016.134272,5534.111111,81.64,2926,283,717,2712000,1276.9
,13651,33,133,2.06,1016.134272,5534.111111,81.64,3044,311,1152,2720000,1282.2
,13726,40,165,2.27,1016.134272,5534.111111,81.64,3124,188,1442,2729000,1287.8
,13809,45,203,2.41,1016.134272,5534.111111,81.64,3420,284,2257,2742000,1295.2
,13910,50,248,3.19,1016.134272,5534.111111,81.64,4099,307,2741,2752000,1300.4
,14011,57,295,3.91,1016.134272,5534.111111,81.64,4360,349,3065,2765000,1305.9
,14112,63,339,3.91,1016.134272,5534.111111,81.64,4781,215,3785,2775000,1311.1
,14237,68,395,3.91,1016.134272,5534.111111,81.64,4713,243,4562,2784000,1316.1
,14341,76,440,5.32,1016.134272,5534.111111,81.64,5029,280,4986,2798000,1321.1
,14419,86,470,6.17,1016.134272,5534.111111,81.64,5389,256,5302,2852000,1335.8
,14521,97,512,7.37,1016.134272,5534.111111,81.64,5248,266,5609,2868000,1342.2
,14622,104,556,7.47,1016.134272,5534.111111,81.64,5335,314,6129,2887000,1348.8
,14720,116,598,7.51,1016.134272,5534.111111,81.64,6168,286,6407,2905000,1354.4
,14847,127,653,7.62,1016.134272,5534.111111,81.64,6301,311,6877,2920000,1359.4
,14964,140,705,9.48,1016.134272,5534.111111,81.64,6675,201,7260,2938000,1364.4
,15058,151,743,9.82,1016.134272,5534.111111,81.64,6739,214,7569,2958000,1369.4
,15124,159,771,9.91,1016.134272,5534.111111,81.64,7530,282,7868,2995000,1378.6
,15229,168,818,9.96,1016.134272,5534.111111,81.64,7591,279,8209,3013000,1383.8
,15330,174,865,11.78,1016.134272,5534.111111,81.64,7788,298,8466,3035000,1389.3
,15402,175,899,13.93,1016.134272,5534.111111,81.64,7800,298,8666,3070000,1400.0
,15453,180,921,15.16,1016.134272,5534.111111,81.64,6141,355,8801,3082000,1405.0
,15528,188,955,15.31,1016.134272,5534.111111,81.64,6537,297,9241,3099000,1411.2
,15629,196,1001,15.38,1016.134272,5534.111111,81.64,6565,258,9715,3113000,1416.9
,15730,200,1048,15.52,1016.134272,5534.111111,81.64,6026,320,9545,3132000,1423.3
,15804,203,1082,15.73,1016.134272,5534.111111,81.64,6046,320,9790,3147000,1428.4
,15858,205,1107,15.86,1016.134272,5534.111111,81.64,5664,261,9944,3219000,1446.5
,15944,210,1148,15.91,1016.134272,5534.111111,81.64,5640,286,9526,3234000,1451.5
,16031,216,1184,15.93,1016.134272,5534.111111,81.64,5826,297,9974,3248000,1456.8
,16106,220,1220,15.93,1016.134272,5534.111111,81.64,5847,297,9998,3258000,1461.9
,16155,222,1242,16.0,1016.134272,5534.111111,81.64,6149,262,8855,3268000,1466.9
,16253,233,1282,18.44,1016.134272,5534.111111,81.64,6200,243,9175,3281000,1472.1
,16362,243,1329,19.47,1016.134272,5534.111111,81.64,6303,268,9523,3294000,1477.2
,16435,251,1362,19.49,1016.134272,5534.111111,81.64,6013,365,9760,3307000,1487.8
,16517,255,1398,19.58,1016.134272,5534.111111,81.64,6035,365,8610,3317000,1493.1
,16588,264,1428,19.69,1016.134272,5534.111111,81.64,6002,244,8846,3326000,1498.2
,16626,264,1446,19.7,1016.134272,5534.111111,81.64,6015,244,9068,3338000,1503.2
,16682,268,1468,19.7,1016.134272,5534.111111,81.64,5996,271,9308,3345000,1508.3
,16741,277,1495,19.7,1016.134272,5534.111111,81.64,6015,272,9550,3354000,1513.5
,16814,277,1529,19.7,1016.134272,5534.111111,81.64,6027,272,9802,3364000,1518.5
,16849,281,1545,19.72,1016.134272,5534.111111,81.64,5301,307,9879,3375000,1523.5
,16869,282,1553,19.72,1016.134272,5534.111111,81.64,5312,307,9960,3388000,1528.7
,16918,282,1573,19.72,1016.134272,5534.111111,81.64,5325,307,9394,3399000,1533.7
,16937,288,1582,19.72,1016.134272,5534.111111,81.64,5331,307,9452,3413000,1539.1
,16951,289,1585,19.72,1016.134272,5534.111111,81.64,4444,321,9473,3422000,1544.3
,17019,292,1615,19.72,1016.134272,5534.111111,81.64,4462,321,9728,3431000,1549.3
,17046,298,1626,19.72,1016.134272,5534.111111,81.64,4473,349,9772,3448000,1556.7
,17130,304,1658,19.72,1016.134272,5534.111111,81.64,4499,349,9198,3458000,1561.7
,17187,314,1686,19.72,1016.134272,5534.111111,81.64,4904,308,9376,3467000,1566.7
,17244,318,1710,19.73,1016.134272,5534.111111,81.64,5571,328,9545,3495000,1579.1
,17292,322,1729,20.21,1016.134272,5534.111111,81.64,5791,281,9648,3505000,1584.1
,17374,326,1769,20.9,1016.134272,5534.111111,81.64,6085,332,9806,3521000,1593.9
,17431,331,1795,20.97,1016.134272,5534.111111,81.64,6096,332,9969,3531000,1599.6
,17468,331,1812,20.99,1016.134272,5534.111111,81.64,6105,332,9461,3543000,1604.7
,17503,335,1827,21.03,1016.134272,5534.111111,81.64,5703,283,9602,3551000,1610.0
,17546,343,1846,21.03,1016.134272,5534.111111,81.64,5721,283,9815,3564000,1615.8
,17576,346,1859,21.03,1016.134272,5534.111111,81.64,6267,349,9900,3615000,1635.4
,17664,347,1901,21.03,1016.134272,5534.111111,81.64,6299,349,9533,3627000,1640.5
,17683,350,1908,21.03,1016.134272,5534.111111,81.64,6553,373,9627,3638000,1645.9
,17751,353,1938,21.03,1016.134272,5534.111111,81.64,6579,373,9985,3648000,1650.9
,17803,359,1962,21.03,1016.134272,5534.111111,81.64,6550,276,9508,3660000,1656.1
,17871,363,1993,21.03,1016.134272,5534.111111,81.64,6571,276,9770,3672000,1661.3
,17936,367,2023,21.03,1016.134272,5534.111111,81.64,6572,288,9503,3685000,1666.4
,18004,375,2050,21.03,1016.134272,5534.111111,81.64,6430,301,9815,3697000,1671.9
,18080,380,2084,21.03,1016.134272,5534.111111,81.64,6183,267,9116,3724000,1682.5
,18174,389,2129,21.03,1016.134272,5534.111111,81.64,6217,267,9382,3735000,1687.6
,18274,398,2173,21.03,1016.134272,5534.111111,81.64,6126,233,9864,3747000,1692.7
,18278,397,2174,21.81,1016.134272,5534.111111,81.64,5354,412,9875,3762000,1699.1
,18311,398,2189,24.66,1016.134272,5534.111111,81.64,5372,412,9983,3776000,1704.2
,18357,398,2211,24.69,1016.134272,5534.111111,81.64,5388,412,9672,3793000,1713.4
,18402,404,2231,24.69,1016.157969,5534.111111,81.64,5145,437,9841,3803000,1718.6
,18444,407,2249,24.69,1016.157969,5534.111111,81.64,5157,437,9962,3813000,1723.7
,18481,414,2265,24.69,1016.157969,5534.111111,81.64,5203,262,9596,3850000,1742.3
,18573,419,2308,24.69,1016.157969,5534.111111,81.64,5237,262,9253,3862000,1747.4
,18593,424,2316,24.72,1016.157969,5534.111111,81.64,5619,371,9300,3871000,1752.5
,18651,424,2341,24.73,1016.157969,5534.111111,81.64,5636,371,9420,3879000,1757.7
,18685,429,2354,24.74,1016.157969,5534.111111,81.64,5902,325,9493,3895000,1766.1
,18739,431,2377,24.74,1016.157969,5534.111111,81.64,5923,325,9657,3904000,1771.3
,18792,439,2398,24.74,1016.157969,5534.111111,81.64,5895,354,9787,3912000,1776.3
,18841,440,2422,24.74,1016.157969,5534.111111,81.64,5915,354,9801,3922000,1781.7
,18866,441,2432,24.74,1016.157969,5534.111111,81.64,5923,354,9884,3937000,1787.8
,18916,448,2455,24.74,1016.157969,5534.111111,81.64,5906,249,9856,3947000,1792.9
,18951,448,2469,24.74,1016.157969,5534.111111,81.64,5847,262,9370,3956000,1798.0
,18985,452,2485,24.74,1016.157969,5534.111111,81.64,5769,278,9573,3966000,1803.0
,19028,454,2503,24.74,1016.157969,5534.111111,81.64,5788,278,9737,3978000,1808.4
,19066,461,2520,24.74,1016.157969,5534.111111,81.64,5870,272,9923,3990000,1813.4
,19138,471,2550,24.74,1016.157969,5534.111111,81.64,5894,272,9807,4003000,1818.5
,19173,474,2563,24.74,1016.157969,5534.111111,81.64,6007,320,9897,4026000,1826.9
,19266,482,2607,24.78,1016.157969,5534.111111,81.64,6108,338,9374,4039000,1832.8
,19319,482,2628,24.8,1016.157969,5534.111111,81.64,6160,338,9794,4055000,1838.4
,19367,487,2651,24.81,1016.157969,5534.111111,81.64,5573,327,9943,4066000,1843.8
,19469,493,2696,24.81,1016.157969,5534.111111,81.64,5385,255,9889,4079000,1849.7
,19568,501,2740,24.81,1016.157969,5534.111111,81.64,5348,265,9678,4096000,1855.4
,19637,503,2772,24.81,1016.157969,5534.111111,81.64,5405,265,9990,4111000,1860.4
,19768,518,2825,24.81,1016.157969,5534.111111,81.64,5659,183,9666,4126000,1865.7
,19944,547,2893,24.81,1016.157969,5534.111111,81.64,5702,193,9836,4143000,1870.8
,20152,597,2958,24.81,1016.157969,5534.111111,81.64,4941,183,9686,4158000,1875.9
,20269,629,3003,24.87,1016.157969,5534.111111,81.64,5177,211,9752,4175000,1880.9
,20407,640,3058,24.87,1016.157969,5534.111111,81.64,5725,225,9587,4191000,1885.9
,20548,654,3118,24.87,1016.157969,5534.111111,81.64,6025,268,9610,4206000,1890.9
,20678,673,3171,24.87,1016.157969,5534.111111,81.64,6290,302,9584,4225000,1896.5
,20714,673,3185,24.87,1016.157969,5534.111111,81.64,6306,302,9857,4246000,1901.6
,20779,689,3207,24.87,1016.157969,5534.111111,81.64,6500,206,9864,4263000,1907.1
,20830,693,3229,24.87,1016.157969,5534.111111,81.64,6282,281,9506,4280000,1912.1
,20910,698,3266,24.87,1016.157969,5534.111111,81.64,6325,281,9814,4299000,1917.2
,21025,710,3315,24.88,1016.157969,5534.111111,81.64,6491,301,9783,4315000,1922.6
,21186,717,3388,24.9,1016.157969,5534.111111,81.64,6393,212,9773,4332000,1927.6
,21323,738,3448,24.9,1016.157969,5534.111111,81.64,6559,245,9507,4351000,1932.8
,21447,742,3505,24.9,1016.157969,5534.111111,81.64,6429,277,9900,4367000,1937.8
,21525,747,3539,24.9,1016.157969,5534.111111,81.64,6409,251,9986,4404000,1945.8
,21587,751,3565,24.9,1016.157969,5534.111111,81.64,6444,251,9992,4424000,1950.9
,21699,767,3612,24.94,1016.157969,5534.111111,81.64,5840,266,9879,4441000,1957.0
,21791,769,3654,24.94,1016.157969,5534.111111,81.64,5878,266,9890,4460000,1962.2
,21891,777,3698,24.94,1016.157969,5534.111111,81.64,6819,252,9789,4477000,1967.4
,22019,789,3756,24.94,1016.157969,5534.111111,81.64,7606,324,9765,4500000,1973.7
,22117,799,3801,24.95,1016.157969,5534.111111,81.64,7897,341,9794,4520000,1980.8
,22220,805,3848,24.96,1016.157969,5534.111111,81.64,7630,330,9692,4543000,1988.3
,22320,811,3895,24.97,1016.157969,5534.111111,81.64,6827,283,9794,4587000,2002.3
,22395,814,3926,24.97,1016.157969,5534.111111,81.64,6849,283,9781,4603000,2007.3
,22470,826,3957,24.97,1016.157969,5534.111111,81.64,6347,280,9757,4617000,2012.3
,22562,839,3996,24.97,1016.157969,5534.111111,81.64,4564,277,9597,4629000,2017.4
,22624,846,4022,24.97,1016.157969,5534.111111,81.64,4411,320,9854,4646000,2023.1
,22720,858,4066,24.97,1016.157969,5534.111111,81.64,4364,335,9818,4665000,2028.6
,22854,863,4126,24.97,1016.157969,5534.111111,81.64,4215,347,9840,4681000,2033.7
,22922,875,4153,24.97,1016.157969,5534.111111,81.64,4848,354,9582,4704000,2040.6
,23027,892,4193,24.97,1016.157969,5534.111111,81.64,5040,386,9618,4723000,2046.0
,23127,899,4237,24.98,1016.157969,5534.111111,81.64,6149,300,9450,4741000,2051.9
,23244,914,4283,24.98,1016.157969,5534.111111,81.64,6235,294,9774,4755000,2057.0
,23321,0,0,0.0,1016.157969,5534.111111,81.64,293,0,0,4767000,2060.9
