Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh
15,15,11:30,11:45,11:45,-0.0,8.0,0,-8.0,246.93074792243766,244.82548476454292,0.0,0.0,1.0,8.0,0.0,8.0,3.2850000000000046,5.185000000000004
16,16,11:45,12:00,12:00,-0.0,8.0,0,-8.0,244.82548476454292,242.72022160664818,0.0,0.0,1.0,8.0,0.0,8.0,5.185000000000004,7.085000000000004
17,17,12:00,12:15,12:15,-0.0,8.0,0,-8.0,242.72022160664818,240.61495844875344,0.0,0.0,1.0,8.0,0.0,8.0,7.085000000000004,8.985000000000005
18,18,12:15,12:30,12:30,-0.0,8.0,0,-8.0,240.61495844875344,238.5096952908587,0.0,0.0,1.0,8.0,0.0,8.0,8.985000000000005,10.885000000000005
19,19,12:30,12:45,12:45,-0.0,0.0,0,-0.0,238.5096952908587,238.5096952908587,1.0,1.0,0.0,-0.0,0.0,-0.0,10.885000000000005,10.885000000000005
20,20,12:45,13:00,13:00,1.9480104255389894,0.0,0,1.9480104255389894,238.5096952908587,238.9723477669242,0.0,0.0,1.0,-0.0,0.0,-0.0,10.885000000000005,10.885000000000005
21,21,13:00,13:15,13:15,1.9480104255389894,0.0,0,1.9480104255389894,238.9723477669242,239.4350002429897,0.0,0.0,1.0,-0.0,0.0,-0.0,10.885000000000005,10.885000000000005
22,22,13:15,13:30,13:30,1.9480104255389894,0.0,0,1.9480104255389894,239.4350002429897,239.8976527190552,0.0,0.0,1.0,-0.0,0.0,-0.0,10.885000000000005,10.885000000000009
23,23,13:30,13:45,13:45,1.9480104255389894,0.0,0,1.9480104255389894,239.8976527190552,240.3603051951207,0.0,0.0,1.0,-0.0,0.0,-0.0,10.885000000000009,10.885000000000009
24,24,13:45,14:00,14:00,1.9480104255389894,0.0,0,1.9480104255389894,240.3603051951207,240.8229576711862,0.0,0.0,1.0,-0.0,0.0,-0.0,10.885000000000009,10.885000000000009
