Time_Period,Time_Label,CEV_1_SOE_kWh,CEV_1_Max_SOE_kWh,CEV_1_Min_SOE_kWh,CEV_2_SOE_kWh,CEV_2_Max_SOE_kWh,CEV_2_Min_SOE_kWh
1,08:00,14.8,14.8,2.96,14.8,14.8,2.96
2,08:15,13.607500000000002,14.8,2.96,14.005,14.8,2.96
3,08:30,12.415000000000003,14.8,2.96,12.8125,14.8,2.96
4,08:45,11.222500000000004,14.8,2.96,11.620000000000001,14.8,2.96
5,09:00,10.030000000000005,14.8,2.96,10.427500000000002,14.8,2.96
6,09:15,11.930000000000005,14.8,2.96,12.327500000000002,14.8,2.96
7,09:30,10.750000000000005,14.8,2.96,11.147500000000003,14.8,2.96
8,09:45,9.955000000000005,14.8,2.96,9.955000000000004,14.8,2.96
9,10:00,8.762500000000005,14.8,2.96,8.762500000000003,14.8,2.96
10,10:15,7.967500000000005,14.8,2.96,7.967500000000003,14.8,2.96
11,10:30,9.867500000000005,14.8,2.96,9.867500000000003,14.8,2.96
12,10:45,9.072500000000005,14.8,2.96,8.675000000000004,14.8,2.96
13,11:00,7.892500000000005,14.8,2.96,8.675000000000002,14.8,2.96
14,11:15,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
15,11:30,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
16,11:45,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
17,12:00,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
18,12:15,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
19,12:30,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
20,12:45,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
21,13:00,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
22,13:15,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
23,13:30,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
24,13:45,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
25,14:00,7.0975000000000055,14.8,2.96,8.675000000000002,14.8,2.96
26,14:15,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
27,14:30,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
28,14:45,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
29,15:00,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
30,15:15,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
31,15:30,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
32,15:45,5.905000000000006,14.8,2.96,8.675000000000002,14.8,2.96
33,16:00,5.9050000000000065,14.8,2.96,8.675000000000002,14.8,2.96
34,16:15,5.9050000000000065,14.8,2.96,8.675000000000002,14.8,2.96
35,16:30,7.805000000000006,14.8,2.96,10.575000000000003,14.8,2.96
36,16:45,9.705000000000005,14.8,2.96,12.475000000000003,14.8,2.96
37,17:00,11.605000000000004,14.8,2.96,14.375000000000002,14.8,2.96
38,17:15,13.505000000000004,14.8,2.96,14.800000000000002,14.8,2.96
39,17:30,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
40,17:45,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
41,18:00,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
42,18:15,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
43,18:30,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
44,18:45,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
45,19:00,14.799999999999999,14.8,2.96,14.800000000000002,14.8,2.96
46,19:15,14.799999999999999,14.8,2.96,14.8,14.8,2.96
47,19:30,14.799999999999999,14.8,2.96,14.8,14.8,2.96
48,19:45,14.799999999999999,14.8,2.96,14.8,14.8,2.96
