Time_Period,Time_Start_Label,Time_End_Label,Grid_Energy_kWh,Energy_Cost_USD,CO2_Emissions_kg,Cumulative_Energy_Cost_USD,Cumulative_CO2_Emissions_kg
1,08:00,08:15,0.0,0.0,0.0,0.0,0.0
2,08:15,08:30,0.0,0.0,0.0,0.0,0.0
3,08:30,08:45,0.0,0.0,0.0,0.0,0.0
4,08:45,09:00,0.0,0.0,0.0,0.0,0.0
5,09:00,09:15,0.0,0.0,0.0,0.0,0.0
6,09:15,09:30,0.0,0.0,0.0,0.0,0.0
7,09:30,09:45,0.0,0.0,0.0,0.0,0.0
8,09:45,10:00,0.0,0.0,0.0,0.0,0.0
9,10:00,10:15,0.0,0.0,0.0,0.0,0.0
10,10:15,10:30,0.0,0.0,0.0,0.0,0.0
11,10:30,10:45,0.0,0.0,0.0,0.0,0.0
12,10:45,11:00,0.0,0.0,0.0,0.0,0.0
13,11:00,11:15,0.0,0.0,0.0,0.0,0.0
14,11:15,11:30,0.0,0.0,0.0,0.0,0.0
15,11:30,11:45,0.0,0.0,0.0,0.0,0.0
16,11:45,12:00,0.0,0.0,0.0,0.0,0.0
17,12:00,12:15,0.0,0.0,0.0,0.0,0.0
18,12:15,12:30,0.0,0.0,0.0,0.0,0.0
19,12:30,12:45,0.0,0.0,0.0,0.0,0.0
20,12:45,13:00,0.0,0.0,0.0,0.0,0.0
21,13:00,13:15,0.0,0.0,0.0,0.0,0.0
22,13:15,13:30,7.8125,2.0390625,1.070284203125,2.0390625,1.070284203125
23,13:30,13:45,7.8125,2.0390625,1.0189499296875,4.078125,2.0892341328125
24,13:45,14:00,0.0,0.0,0.0,4.078125,2.0892341328125
25,14:00,14:15,14.412314112844438,5.577565561670798,1.738452140653202,9.655690561670799,3.827686273465702
26,14:15,14:30,2.945354643534062,1.139852247047682,0.3716856921539698,10.79554280871848,4.1993719656196715
27,14:30,14:45,7.8125,3.0234375,0.9898048125,13.81898030871848,5.189176778119672
28,14:45,15:00,0.0,0.0,0.0,13.81898030871848,5.189176778119672
29,15:00,15:15,0.0,0.0,0.0,13.81898030871848,5.189176778119672
30,15:15,15:30,0.0,0.0,0.0,13.81898030871848,5.189176778119672
31,15:30,15:45,0.0,0.0,0.0,13.81898030871848,5.189176778119672
32,15:45,16:00,0.0,0.0,0.0,13.81898030871848,5.189176778119672
33,16:00,16:15,0.0,0.0,0.0,13.81898030871848,5.189176778119672
34,16:15,16:30,0.0,0.0,0.0,13.81898030871848,5.189176778119672
35,16:30,16:45,0.0,0.0,0.0,13.81898030871848,5.189176778119672
36,16:45,17:00,0.0,0.0,0.0,13.81898030871848,5.189176778119672
37,17:00,17:15,0.0,0.0,0.0,13.81898030871848,5.189176778119672
38,17:15,17:30,0.0,0.0,0.0,13.81898030871848,5.189176778119672
39,17:30,17:45,0.0,0.0,0.0,13.81898030871848,5.189176778119672
40,17:45,18:00,0.0,0.0,0.0,13.81898030871848,5.189176778119672
41,18:00,18:15,0.0,0.0,0.0,13.81898030871848,5.189176778119672
42,18:15,18:30,0.0,0.0,0.0,13.81898030871848,5.189176778119672
43,18:30,18:45,0.0,0.0,0.0,13.81898030871848,5.189176778119672
44,18:45,19:00,0.0,0.0,0.0,13.81898030871848,5.189176778119672
45,19:00,19:15,7.8125,4.8984375,1.3355857421875001,18.71741780871848,6.5247625203071715
46,19:15,19:30,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
47,19:30,19:45,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
48,19:45,20:00,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
49,20:00,20:15,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
50,20:15,20:30,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
51,20:30,20:45,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
52,20:45,21:00,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
53,21:00,21:15,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
54,21:15,21:30,0.0,0.0,0.0,18.71741780871848,6.5247625203071715
