src,nodes,in_queue,leaves,explored_pct,best_bound,best_sol,gap_pct,cuts,in_lp,confl,lp_iters,time_s
,12839,322,804,27.78,397.387417,1623.509434,75.52,7560,408,9886,3707000,2730.1
,12865,323,816,27.78,397.387417,1623.509434,75.52,7564,408,9999,3711000,2735.2
,12888,323,827,27.78,397.387417,1623.509434,75.52,7611,255,8816,3717000,2740.6
,12899,322,831,27.78,397.387417,1623.509434,75.52,7358,302,8908,3722000,2745.7
,12938,324,850,27.78,397.387417,1623.509434,75.52,7367,302,9008,3727000,2750.8
,12944,322,852,27.78,397.387417,1623.509434,75.52,7509,359,9122,3736000,2757.8
,12992,326,870,27.78,397.387417,1623.509434,75.52,7526,359,9241,3744000,2763.3
,13051,332,894,27.79,397.387417,1623.509434,75.52,7970,239,9487,3756000,2772.0
,13075,332,905,27.8,397.387417,1623.509434,75.52,7978,239,9610,3767000,2780.6
,13090,333,912,27.84,397.387417,1623.509434,75.52,7981,239,9670,3780000,2789.7
,13141,357,929,27.84,397.387417,1623.509434,75.52,7989,239,10000,3786000,2794.9
,13166,354,941,27.84,397.387417,1623.509434,75.52,8159,295,8679,3798000,2806.4
,13190,355,953,27.84,397.387417,1623.509434,75.52,8175,295,8998,3802000,2811.5
,13237,356,974,27.84,397.387417,1623.509434,75.52,8196,295,9142,3810000,2817.4
,13258,361,984,27.84,397.387417,1623.509434,75.52,8302,323,9253,3823000,2826.7
,13265,360,988,27.84,397.387417,1623.509434,75.52,8753,302,9343,3833000,2834.7
,13300,362,1002,27.84,397.387417,1623.509434,75.52,8756,302,9494,3839000,2839.8
,13354,364,1027,27.84,397.387417,1623.509434,75.52,8759,302,9635,3843000,2844.9
,13367,371,1032,27.84,397.387417,1623.509434,75.52,9392,339,9741,3855000,2853.7
,13381,370,1038,27.84,397.387417,1623.509434,75.52,9668,391,9775,3868000,2863.3
,13414,372,1053,27.84,397.387417,1623.509434,75.52,9669,391,8013,3877000,2870.4
,13483,380,1080,27.85,397.387417,1623.509434,75.52,10209,450,8476,3904000,2888.9
,13534,384,1100,27.85,397.387417,1623.509434,75.52,10224,450,9006,3910000,2894.2
,13580,400,1120,27.85,397.387417,1623.509434,75.52,10302,331,9367,3920000,2902.8
,13607,400,1131,27.86,397.387417,1623.509434,75.52,10311,331,9421,3928000,2907.9
,13650,403,1148,27.86,397.387417,1623.509434,75.52,10321,331,9592,3934000,2913.0
,13679,414,1160,27.86,397.387417,1623.509434,75.52,10226,400,9890,3948000,2925.2
,13691,413,1166,27.86,397.387417,1623.509434,75.52,9167,231,9996,3962000,2935.0
,13713,414,1175,27.86,397.387417,1623.509434,75.52,9234,251,8842,3969000,2940.7
,13749,417,1191,27.86,397.387417,1623.509434,75.52,9247,251,8938,3977000,2946.0
,13780,418,1201,27.86,397.387417,1623.509434,75.52,9251,251,9270,3983000,2951.1
,13810,426,1216,27.86,397.387417,1623.509434,75.52,9702,290,9593,3988000,2956.3
,13819,426,1221,27.86,397.387417,1623.509434,75.52,9704,290,9615,4006000,2972.8
,13854,429,1237,27.86,397.387417,1623.509434,75.52,9706,290,9655,4010000,2978.0
,13879,429,1249,27.86,397.387417,1623.509434,75.52,9706,290,9677,4015000,2983.1
,13897,429,1258,27.86,397.387417,1623.509434,75.52,9707,290,9697,4019000,2988.7
,13909,430,1264,27.86,397.387417,1623.509434,75.52,9778,313,9727,4024000,2996.9
,13921,430,1270,27.86,397.387417,1623.509434,75.52,9780,313,9783,4025000,3002.6
,13934,431,1275,27.86,397.387417,1623.509434,75.52,9781,313,9834,4027000,3009.2
,13943,431,1280,27.86,397.387417,1623.509434,75.52,9782,313,9881,4028000,3015.2
,13950,432,1283,27.86,397.387417,1623.509434,75.52,9782,313,9911,4029000,3021.5
,13956,432,1286,27.86,397.387417,1623.509434,75.52,9782,313,9941,4031000,3028.5
,13962,432,1289,27.86,397.387417,1623.509434,75.52,9782,313,9971,4032000,3035.1
,13968,432,1292,27.86,397.387417,1623.509434,75.52,9782,313,9561,4033000,3040.6
,13977,432,1296,27.86,397.387417,1623.509434,75.52,9782,313,9601,4035000,3045.7
,13984,432,1299,27.86,397.387417,1623.509434,75.52,9783,313,9618,4036000,3050.7
,14001,433,1305,27.86,397.387417,1623.509434,75.52,9784,313,9662,4038000,3057.3
,14009,439,1309,27.86,397.387417,1623.509434,75.52,10177,225,9723,4041000,3071.0
,14017,439,1313,27.86,397.387417,1623.509434,75.52,10179,225,9750,4042000,3076.1
,14028,439,1318,27.86,397.387417,1623.509434,75.52,10183,225,9815,4044000,3081.8
,14038,441,1322,27.86,397.387417,1623.509434,75.52,10187,225,9922,4046000,3087.4
,14043,439,1325,27.86,397.387417,1623.509434,75.52,9830,305,9955,4053000,3109.9
,14056,439,1331,27.86,397.387417,1623.509434,75.52,9831,305,9984,4055000,3115.0
,14062,439,1334,27.86,397.387417,1623.509434,75.52,9832,305,8972,4060000,3127.2
,14081,444,1341,27.86,397.387417,1623.509434,75.52,9835,305,9086,4061000,3132.3
,14105,445,1352,27.86,397.387417,1623.509434,75.52,9835,305,9195,4062000,3137.4
,14133,445,1366,27.86,397.387417,1623.509434,75.52,9836,305,9344,4062000,3142.7
,14152,447,1371,27.86,397.387417,1623.509434,75.52,9901,432,9378,4156000,3319.6
,14163,447,1376,27.9,397.387417,1623.509434,75.52,9906,432,9405,4158000,3324.8
,14174,448,1379,27.91,397.387417,1623.509434,75.52,9908,432,9422,4160000,3329.9
,14189,448,1384,27.91,397.387417,1623.509434,75.52,9909,432,9470,4162000,3335.1
,14206,449,1390,27.91,397.387417,1623.509434,75.52,9909,432,9526,4165000,3341.3
,14221,449,1396,27.91,397.387417,1623.509434,75.52,9910,432,9576,4168000,3346.8
,14246,469,1403,27.93,397.387417,1623.509434,75.52,10548,604,9672,4177000,3371.8
,14251,468,1406,27.93,397.387417,1623.509434,75.52,10527,666,9695,4182000,3387.9
,14256,469,1407,27.93,397.387417,1623.509434,75.52,10528,666,9699,4186000,3394.9
,14262,469,1410,27.93,397.387417,1623.509434,75.52,10531,666,9716,4189000,3401.2
,14269,469,1414,27.93,397.387417,1623.509434,75.52,10533,666,9760,4192000,3406.3
,14280,470,1419,27.93,397.387417,1623.509434,75.52,10534,666,9819,4194000,3412.3
,14284,469,1421,27.93,397.387417,1623.509434,75.52,10617,233,9902,4198000,3421.2
,14288,467,1424,27.93,397.387417,1623.509434,75.52,10065,362,9939,4201000,3429.5
,14303,468,1431,27.93,397.387417,1623.509434,75.52,10072,362,9976,4203000,3434.7
,14318,469,1438,27.93,397.387417,1623.509434,75.52,10079,362,9929,4206000,3440.4
,14330,469,1444,27.93,397.387417,1623.509434,75.52,10085,362,9992,4209000,3445.7
,14343,470,1450,27.93,397.387417,1623.509434,75.52,10091,362,9330,4212000,3451.5
,14364,471,1458,27.93,397.387417,1623.509434,75.52,10097,362,9383,4214000,3456.8
,14385,472,1468,27.93,397.387417,1623.509434,75.52,10106,362,9445,4216000,3462.0
,14391,473,1472,27.93,397.387417,1623.509434,75.52,9348,253,9482,4220000,3468.5
,14403,473,1477,27.93,397.387417,1623.509434,75.52,9353,253,9521,4223000,3473.6
,14413,474,1482,27.93,397.387417,1623.509434,75.52,9357,253,9593,4227000,3479.2
,14419,474,1484,27.93,397.387417,1623.509434,75.52,9359,253,9602,4231000,3484.3
,14449,474,1491,27.93,397.387417,1623.509434,75.52,9360,253,9658,4234000,3489.4
,14481,475,1504,27.93,397.387417,1623.509434,75.52,9360,253,9736,4235000,3494.5
,14493,493,1509,27.93,397.387417,1623.509434,75.52,10214,430,9784,4243000,3523.3
,14497,493,1511,27.93,397.387417,1623.509434,75.52,10216,430,9795,4247000,3533.9
,14502,493,1513,27.93,397.387417,1623.509434,75.52,10218,430,9798,4250000,3543.0
,14512,493,1516,27.93,397.387417,1623.509434,75.52,10219,430,9802,4252000,3548.2
,14522,494,1520,27.93,397.387417,1623.509434,75.52,10221,430,9811,4253000,3553.5
,14534,494,1525,27.93,397.387417,1623.509434,75.52,10225,430,9908,4255000,3559.5
,14540,494,1527,27.93,397.387417,1623.509434,75.52,10226,430,9915,4257000,3564.8
,14551,496,1531,27.93,397.387417,1623.509434,75.52,10227,430,9929,4259000,3570.2
,14557,496,1534,27.93,397.387417,1623.509434,75.52,10229,430,9974,4261000,3576.3
,14572,497,1541,27.93,397.387417,1623.509434,75.52,10235,430,9125,4263000,3582.4
,14580,498,1544,27.93,397.387417,1623.509434,75.52,10235,430,9139,4267000,3588.9
,14590,511,1547,27.93,397.387417,1623.509434,75.52,9662,501,9229,4273000,3600.6
,14590,511,1547,27.93,397.387417,1623.509434,75.52,9662,501,9229,4273000,3600.6
