Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,250.0,250.0,50.0
4,08:45,250.0,250.0,50.0
5,09:00,250.0,250.0,50.0
6,09:15,247.89473684210526,250.0,50.0
7,09:30,247.89473684210526,250.0,50.0
8,09:45,247.89473684210526,250.0,50.0
9,10:00,247.89473684210526,250.0,50.0
10,10:15,247.89473684210526,250.0,50.0
11,10:30,245.78947368421052,250.0,50.0
12,10:45,245.78947368421052,250.0,50.0
13,11:00,243.68421052631578,250.0,50.0
14,11:15,241.57894736842104,250.0,50.0
15,11:30,239.4736842105263,250.0,50.0
16,11:45,239.4736842105263,250.0,50.0
17,12:00,240.1679059143704,250.0,50.0
18,12:15,240.8621276182145,250.0,50.0
19,12:30,241.5563493220586,250.0,50.0
20,12:45,242.2505710259027,250.0,50.0
21,13:00,242.9447927297468,250.0,50.0
22,13:15,243.6390144335909,250.0,50.0
23,13:30,244.333236137435,250.0,50.0
24,13:45,245.0274578412791,250.0,50.0
25,14:00,245.7216795451232,250.0,50.0
26,14:15,246.41590124896732,250.0,50.0
27,14:30,247.11012295281142,250.0,50.0
28,14:45,247.80434465665553,250.0,50.0
29,15:00,248.49856636049964,250.0,50.0
30,15:15,248.49856636049964,250.0,50.0
31,15:30,246.3933032026049,250.0,50.0
32,15:45,244.28804004471016,250.0,50.0
33,16:00,244.28804004471016,250.0,50.0
34,16:15,244.28804004471016,250.0,50.0
35,16:30,244.28804004471016,250.0,50.0
36,16:45,242.18277688681542,250.0,50.0
37,17:00,240.07751372892068,250.0,50.0
38,17:15,237.97225057102588,250.0,50.0
39,17:30,235.86698741313114,250.0,50.0
40,17:45,233.7617242552364,250.0,50.0
41,18:00,232.22986829955772,250.0,50.0
42,18:15,232.22986829955772,250.0,50.0
43,18:30,232.22986829955772,250.0,50.0
44,18:45,230.12460514166298,250.0,50.0
45,19:00,228.01934198376824,250.0,50.0
46,19:15,225.9140788258735,250.0,50.0
47,19:30,223.80881566797876,250.0,50.0
48,19:45,221.70355251008402,250.0,50.0
49,20:00,219.59828935218928,250.0,50.0
50,20:15,219.45424503085965,250.0,50.0
51,20:30,219.45424503085965,250.0,50.0
52,20:45,219.45424503085965,250.0,50.0
53,21:00,219.45424503085965,250.0,50.0
54,21:15,220.14846673470376,250.0,50.0
55,21:30,220.84268843854787,250.0,50.0
56,21:45,221.53691014239197,250.0,50.0
57,22:00,222.23113184623605,250.0,50.0
58,22:15,222.92535355008016,250.0,50.0
59,22:30,223.61957525392427,250.0,50.0
60,22:45,224.31379695776837,250.0,50.0
61,23:00,225.00801866161245,250.0,50.0
62,23:15,225.70224036545656,250.0,50.0
63,23:30,226.39646206930067,250.0,50.0
64,23:45,227.09068377314478,250.0,50.0
65,00:00,227.78490547698885,250.0,50.0
66,00:15,228.47912718083296,250.0,50.0
67,00:30,229.17334888467707,250.0,50.0
68,00:45,229.86757058852115,250.0,50.0
69,01:00,230.56179229236525,250.0,50.0
70,01:15,231.25601399620936,250.0,50.0
71,01:30,231.95023570005344,250.0,50.0
72,01:45,232.64445740389755,250.0,50.0
73,02:00,233.33867910774165,250.0,50.0
74,02:15,234.03290081158573,250.0,50.0
75,02:30,234.72712251542984,250.0,50.0
76,02:45,235.42134421927395,250.0,50.0
77,03:00,236.11556592311803,250.0,50.0
78,03:15,236.80978762696213,250.0,50.0
79,03:30,237.50400933080624,250.0,50.0
80,03:45,238.19823103465032,250.0,50.0
81,04:00,238.89245273849443,250.0,50.0
82,04:15,239.58667444233853,250.0,50.0
83,04:30,240.2808961461826,250.0,50.0
84,04:45,240.97511785002672,250.0,50.0
85,05:00,241.66933955387083,250.0,50.0
86,05:15,242.3635612577149,250.0,50.0
87,05:30,243.057782961559,250.0,50.0
88,05:45,243.75200466540312,250.0,50.0
89,06:00,244.4462263692472,250.0,50.0
90,06:15,245.1404480730913,250.0,50.0
91,06:30,245.8346697769354,250.0,50.0
92,06:45,246.52889148077952,250.0,50.0
93,07:00,247.2231131846236,250.0,50.0
94,07:15,247.9173348884677,250.0,50.0
95,07:30,248.6115565923118,250.0,50.0
96,07:45,249.30577829615586,250.0,50.0
97,08:00,250.0,250.0,50.0
