Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh,CEV_2_Charging_kW,CEV_2_Working_kW,CEV_2_NetPower_kW,CEV_2_SOE_Start_kWh,CEV_2_SOE_End_kWh
23,23,13:30,13:45,13:45,2.923038753027783,0.0,0,2.923038753027783,244.333236137435,245.0274578412791,0.0,0.0,1.0,0.0,0.0,0.0,13.580000000000005,13.580000000000005,0.0,0.0,0.0,3.297500000000004,3.297500000000004
24,24,13:45,14:00,14:00,2.923038753027783,0.0,0,2.923038753027783,245.0274578412791,245.7216795451232,0.0,0.0,1.0,0.0,0.0,0.0,13.580000000000005,13.580000000000005,0.0,0.0,0.0,3.297500000000004,3.297500000000004
25,25,14:00,14:15,14:15,2.923038753027783,0.0,0,2.923038753027783,245.7216795451232,246.41590124896732,0.0,0.0,1.0,0.0,4.72,-4.72,13.580000000000005,12.400000000000006,0.0,0.0,0.0,3.297500000000004,3.297500000000004
26,26,14:15,14:30,14:30,2.923038753027783,0.0,0,2.923038753027783,246.41590124896732,247.11012295281142,0.0,0.0,1.0,0.0,4.77,-4.77,12.400000000000006,11.207500000000007,0.0,0.0,0.0,3.297500000000004,3.297500000000004
27,27,14:30,14:45,14:45,2.923038753027783,0.0,0,2.923038753027783,247.11012295281142,247.80434465665553,0.0,0.0,1.0,0.0,3.18,-3.18,11.207500000000007,10.412500000000005,0.0,0.0,0.0,3.297500000000004,3.297500000000004
28,28,14:45,15:00,15:00,2.923038753027783,0.0,0,2.923038753027783,247.80434465665553,248.49856636049964,0.0,0.0,1.0,0.0,4.77,-4.77,10.412500000000005,9.220000000000006,0.0,0.0,0.0,3.297500000000004,3.297500000000004
29,29,15:00,15:15,15:15,-0.0,0.0,0,-0.0,248.49856636049964,248.49856636049964,1.0,1.0,0.0,0.0,0.0,0.0,9.220000000000006,9.220000000000006,0.0,0.0,0.0,3.297500000000004,3.297500000000004
30,30,15:15,15:30,15:30,-0.0,8.0,0,-8.0,248.49856636049964,246.3933032026049,0.0,0.0,1.0,0.0,4.77,-4.77,9.220000000000006,8.027500000000007,8.0,0.0,8.0,3.297500000000004,5.197500000000003
31,31,15:30,15:45,15:45,-0.0,8.0,0,-8.0,246.3933032026049,244.28804004471016,0.0,0.0,1.0,0.0,4.72,-4.72,8.027500000000007,6.847500000000006,8.0,0.0,8.0,5.197500000000003,7.097500000000004
32,32,15:45,16:00,16:00,-0.0,0.0,0,-0.0,244.28804004471016,244.28804004471016,0.0,0.0,1.0,0.0,4.77,-4.77,6.847500000000006,5.6550000000000065,0.0,4.77,-4.77,7.097500000000004,5.905000000000004
33,33,16:00,16:15,16:15,-0.0,0.0,0,-0.0,244.28804004471016,244.28804004471016,0.0,0.0,1.0,0.0,3.18,-3.18,5.6550000000000065,4.8600000000000065,0.0,4.77,-4.77,5.905000000000004,4.712500000000004
34,34,16:15,16:30,16:30,-0.0,0.0,0,-0.0,244.28804004471016,244.28804004471016,0.0,0.0,1.0,0.0,0.0,0.0,4.8600000000000065,4.8600000000000065,0.0,3.18,-3.18,4.712500000000004,3.917500000000004
35,35,16:30,16:45,16:45,-0.0,8.0,0,-8.0,244.28804004471016,242.18277688681542,0.0,0.0,1.0,0.0,3.18,-3.18,4.8600000000000065,4.065000000000007,8.0,0.0,8.0,3.917500000000004,5.817500000000004
36,36,16:45,17:00,17:00,-0.0,8.0,0,-8.0,242.18277688681542,240.07751372892068,0.0,0.0,1.0,0.0,3.18,-3.18,4.065000000000007,3.2700000000000067,8.0,0.0,8.0,5.817500000000004,7.717500000000005
37,37,17:00,17:15,17:15,-0.0,8.0,0,-8.0,240.07751372892068,237.97225057102588,0.0,0.0,1.0,0.0,0.0,0.0,3.2700000000000067,3.2700000000000067,8.0,0.0,8.0,7.717500000000005,9.617500000000003
38,38,17:15,17:30,17:30,-0.0,8.0,0,-8.0,237.97225057102588,235.86698741313114,0.0,0.0,1.0,0.0,0.0,0.0,3.2700000000000067,3.2700000000000067,8.0,0.0,8.0,9.617500000000003,11.517500000000004
39,39,17:30,17:45,17:45,-0.0,8.0,0,-8.0,235.86698741313114,233.7617242552364,0.0,0.0,1.0,0.0,0.0,0.0,3.2700000000000067,3.2700000000000067,8.0,0.0,8.0,11.517500000000004,13.417500000000004
40,40,17:45,18:00,18:00,-0.0,5.821052631578943,0,-5.821052631578943,233.7617242552364,232.22986829955772,0.0,0.0,1.0,0.0,0.0,0.0,3.2700000000000067,3.2700000000000067,5.821052631578943,0.0,5.821052631578943,13.417500000000004,14.800000000000002
41,41,18:00,18:15,18:15,-0.0,0.0,0,-0.0,232.22986829955772,232.22986829955772,1.0,1.0,0.0,0.0,0.0,0.0,3.2700000000000067,3.2700000000000067,0.0,0.0,0.0,14.800000000000002,14.800000000000002
42,42,18:15,18:30,18:30,-0.0,0.0,0,-0.0,232.22986829955772,232.22986829955772,0.0,1.0,0.0,0.0,0.0,0.0,3.2700000000000067,3.2700000000000067,0.0,0.0,0.0,14.800000000000002,14.800000000000002
43,43,18:30,18:45,18:45,-0.0,8.000000000000012,0,-8.000000000000012,232.22986829955772,230.12460514166298,0.0,0.0,1.0,8.000000000000012,0.0,8.000000000000012,3.2700000000000067,5.17000000000001,0.0,0.0,0.0,14.800000000000002,14.800000000000002
44,44,18:45,19:00,19:00,-0.0,8.000000000000012,0,-8.000000000000012,230.12460514166298,228.01934198376824,0.0,0.0,1.0,8.000000000000012,0.0,8.000000000000012,5.17000000000001,7.070000000000013,0.0,0.0,0.0,14.800000000000002,14.800000000000002
45,45,19:00,19:15,19:15,-0.0,8.000000000000012,0,-8.000000000000012,228.01934198376824,225.9140788258735,0.0,0.0,1.0,8.000000000000012,0.0,8.000000000000012,7.070000000000013,8.970000000000015,0.0,0.0,0.0,14.800000000000002,14.800000000000002
46,46,19:15,19:30,19:30,-0.0,8.000000000000012,0,-8.000000000000012,225.9140788258735,223.80881566797876,0.0,0.0,1.0,8.000000000000012,0.0,8.000000000000012,8.970000000000015,10.870000000000019,0.0,0.0,0.0,14.800000000000002,14.800000000000002
47,47,19:30,19:45,19:45,-0.0,8.000000000000012,0,-8.000000000000012,223.80881566797876,221.70355251008402,0.0,0.0,1.0,8.000000000000012,0.0,8.000000000000012,10.870000000000019,12.770000000000021,0.0,0.0,0.0,14.800000000000002,14.800000000000002
48,48,19:45,20:00,20:00,-0.0,8.000000000000012,0,-8.000000000000012,221.70355251008402,219.59828935218928,0.0,0.0,1.0000000000000016,8.000000000000012,0.0,8.000000000000012,12.770000000000021,14.670000000000023,0.0,0.0,0.0,14.800000000000002,14.800000000000002
49,49,20:00,20:15,20:15,-0.0,0.5473684210525348,0,-0.5473684210525348,219.59828935218928,219.45424503085965,0.0,0.0,1.0000000000000016,0.5473684210525348,0.0,0.5473684210525348,14.670000000000023,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
50,50,20:15,20:30,20:30,-0.0,0.0,0,-0.0,219.45424503085965,219.45424503085965,0.0,0.0,1.0000000000000016,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
51,51,20:30,20:45,20:45,-0.0,0.0,0,-0.0,219.45424503085965,219.45424503085965,0.999999999999976,0.999999999999976,2.398081733190338e-14,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
52,52,20:45,21:00,21:00,-0.0,0.0,0,-0.0,219.45424503085965,219.45424503085965,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
53,53,21:00,21:15,21:15,2.923038753027783,0.0,0,2.923038753027783,219.45424503085965,220.14846673470376,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
54,54,21:15,21:30,21:30,2.923038753027783,0.0,0,2.923038753027783,220.14846673470376,220.84268843854787,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
55,55,21:30,21:45,21:45,2.923038753027783,0.0,0,2.923038753027783,220.84268843854787,221.53691014239197,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
56,56,21:45,22:00,22:00,2.923038753027783,0.0,0,2.923038753027783,221.53691014239197,222.23113184623605,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
57,57,22:00,22:15,22:15,2.923038753027783,0.0,0,2.923038753027783,222.23113184623605,222.92535355008016,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
58,58,22:15,22:30,22:30,2.923038753027783,0.0,0,2.923038753027783,222.92535355008016,223.61957525392427,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
59,59,22:30,22:45,22:45,2.923038753027783,0.0,0,2.923038753027783,223.61957525392427,224.31379695776837,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
60,60,22:45,23:00,23:00,2.923038753027783,0.0,0,2.923038753027783,224.31379695776837,225.00801866161245,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
61,61,23:00,23:15,23:15,2.923038753027783,0.0,0,2.923038753027783,225.00801866161245,225.70224036545656,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
62,62,23:15,23:30,23:30,2.923038753027783,0.0,0,2.923038753027783,225.70224036545656,226.39646206930067,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
63,63,23:30,23:45,23:45,2.923038753027783,0.0,0,2.923038753027783,226.39646206930067,227.09068377314478,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
64,64,23:45,00:00,00:00,2.923038753027783,0.0,0,2.923038753027783,227.09068377314478,227.78490547698885,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
65,65,00:00,00:15,00:15,2.923038753027783,0.0,0,2.923038753027783,227.78490547698885,228.47912718083296,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
66,66,00:15,00:30,00:30,2.923038753027783,0.0,0,2.923038753027783,228.47912718083296,229.17334888467707,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
67,67,00:30,00:45,00:45,2.923038753027783,0.0,0,2.923038753027783,229.17334888467707,229.86757058852115,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
68,68,00:45,01:00,01:00,2.923038753027783,0.0,0,2.923038753027783,229.86757058852115,230.56179229236525,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
69,69,01:00,01:15,01:15,2.923038753027783,0.0,0,2.923038753027783,230.56179229236525,231.25601399620936,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
70,70,01:15,01:30,01:30,2.923038753027783,0.0,0,2.923038753027783,231.25601399620936,231.95023570005344,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.800000000000002
71,71,01:30,01:45,01:45,2.923038753027783,0.0,0,2.923038753027783,231.95023570005344,232.64445740389755,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.800000000000002,14.8
72,72,01:45,02:00,02:00,2.923038753027783,0.0,0,2.923038753027783,232.64445740389755,233.33867910774165,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
73,73,02:00,02:15,02:15,2.923038753027783,0.0,0,2.923038753027783,233.33867910774165,234.03290081158573,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
74,74,02:15,02:30,02:30,2.923038753027783,0.0,0,2.923038753027783,234.03290081158573,234.72712251542984,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
75,75,02:30,02:45,02:45,2.923038753027783,0.0,0,2.923038753027783,234.72712251542984,235.42134421927395,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
76,76,02:45,03:00,03:00,2.923038753027783,0.0,0,2.923038753027783,235.42134421927395,236.11556592311803,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
77,77,03:00,03:15,03:15,2.923038753027783,0.0,0,2.923038753027783,236.11556592311803,236.80978762696213,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
78,78,03:15,03:30,03:30,2.923038753027783,0.0,0,2.923038753027783,236.80978762696213,237.50400933080624,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
79,79,03:30,03:45,03:45,2.923038753027783,0.0,0,2.923038753027783,237.50400933080624,238.19823103465032,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
80,80,03:45,04:00,04:00,2.923038753027783,0.0,0,2.923038753027783,238.19823103465032,238.89245273849443,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
81,81,04:00,04:15,04:15,2.923038753027783,0.0,0,2.923038753027783,238.89245273849443,239.58667444233853,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
82,82,04:15,04:30,04:30,2.923038753027783,0.0,0,2.923038753027783,239.58667444233853,240.2808961461826,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
83,83,04:30,04:45,04:45,2.923038753027783,0.0,0,2.923038753027783,240.2808961461826,240.97511785002672,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
84,84,04:45,05:00,05:00,2.923038753027783,0.0,0,2.923038753027783,240.97511785002672,241.66933955387083,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
85,85,05:00,05:15,05:15,2.923038753027783,0.0,0,2.923038753027783,241.66933955387083,242.3635612577149,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
86,86,05:15,05:30,05:30,2.923038753027783,0.0,0,2.923038753027783,242.3635612577149,243.057782961559,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
87,87,05:30,05:45,05:45,2.923038753027783,0.0,0,2.923038753027783,243.057782961559,243.75200466540312,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
88,88,05:45,06:00,06:00,2.923038753027783,0.0,0,2.923038753027783,243.75200466540312,244.4462263692472,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
89,89,06:00,06:15,06:15,2.923038753027783,0.0,0,2.923038753027783,244.4462263692472,245.1404480730913,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
90,90,06:15,06:30,06:30,2.923038753027783,0.0,0,2.923038753027783,245.1404480730913,245.8346697769354,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
91,91,06:30,06:45,06:45,2.923038753027783,0.0,0,2.923038753027783,245.8346697769354,246.52889148077952,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
92,92,06:45,07:00,07:00,2.923038753027783,0.0,0,2.923038753027783,246.52889148077952,247.2231131846236,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
93,93,07:00,07:15,07:15,2.923038753027783,0.0,0,2.923038753027783,247.2231131846236,247.9173348884677,2.398081733190338e-14,2.398081733190338e-14,0.999999999999976,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
94,94,07:15,07:30,07:30,2.923038753027783,0.0,0,2.923038753027783,247.9173348884677,248.6115565923118,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
95,95,07:30,07:45,07:45,2.923038753027783,0.0,0,2.923038753027783,248.6115565923118,249.30577829615586,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
96,96,07:45,08:00,08:00,2.923038753028034,8.522071937022702e-14,0,2.923038753027949,249.30577829615586,250.0,0.0,0.0,1.0,0.0,0.0,0.0,14.8,14.8,0.0,0.0,0.0,14.8,14.8
