Time_Interval,Time_Period,Start_Time_Label,End_Time_Label,Time_Label,MCS_1_Charging_kW,MCS_1_Discharging_kW,MCS_1_Traveling_kW,MCS_1_NetPower_kW,MCS_1_SOE_Start_kWh,MCS_1_SOE_End_kWh,MCS_1_sum_x,MCS_1_sum_y_trv,MCS_1_sum_z,MCS_2_Charging_kW,MCS_2_Discharging_kW,MCS_2_Traveling_kW,MCS_2_NetPower_kW,MCS_2_SOE_Start_kWh,MCS_2_SOE_End_kWh,MCS_2_sum_x,MCS_2_sum_y_trv,MCS_2_sum_z,CEV_1_Charging_kW,CEV_1_Working_kW,CEV_1_NetPower_kW,CEV_1_SOE_Start_kWh,CEV_1_SOE_End_kWh,CEV_2_Charging_kW,CEV_2_Working_kW,CEV_2_NetPower_kW,CEV_2_SOE_Start_kWh,CEV_2_SOE_End_kWh,CEV_3_Charging_kW,CEV_3_Working_kW,CEV_3_NetPower_kW,CEV_3_SOE_Start_kWh,CEV_3_SOE_End_kWh,CEV_4_Charging_kW,CEV_4_Working_kW,CEV_4_NetPower_kW,CEV_4_SOE_Start_kWh,CEV_4_SOE_End_kWh
1,1,08:00,08:15,08:15,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,4.77,-4.77,14.8,13.607500000000002,0.0,4.77,-4.77,14.8,13.607500000000002,0.0,3.18,-3.18,14.8,14.005,0.0,4.77,-4.77,14.8,13.607500000000002
2,2,08:15,08:30,08:30,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,4.77,-4.77,13.607500000000002,12.415000000000003,0.0,4.77,-4.77,13.607500000000002,12.415000000000003,0.0,4.77,-4.77,14.005,12.8125,0.0,4.77,-4.77,13.607500000000002,12.415000000000003
3,3,08:30,08:45,08:45,0.0,0.0,0,0.0,250.0,250.0,1.0,1.0,0.0,0.0,0.0,0,0.0,250.0,250.0,0.9999999999999996,0.9999999999999996,0.0,0.0,4.77,-4.77,12.415000000000003,11.222500000000004,0.0,3.18,-3.18,12.415000000000003,11.620000000000003,0.0,4.77,-4.77,12.8125,11.620000000000001,0.0,3.18,-3.18,12.415000000000003,11.620000000000003
4,4,08:45,09:00,09:00,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,0.0,0,0.0,250.0,250.0,0.0,0.0,1.0,0.0,4.77,-4.77,11.222500000000004,10.030000000000005,0.0,4.77,-4.77,11.620000000000003,10.427500000000002,0.0,4.77,-4.77,11.620000000000001,10.427500000000002,0.0,4.77,-4.77,11.620000000000003,10.427500000000002
5,5,09:00,09:15,09:15,0.0,16.0,0,-16.0,250.0,245.78947368421052,0.0,0.0,1.0,-0.0,15.999999999999915,0,-15.999999999999915,250.0,245.78947368421055,0.0,0.0,1.0,8.0,0.0,8.0,10.030000000000005,11.930000000000005,8.0,0.0,8.0,10.427500000000002,12.327500000000002,7.9999999999999964,0.0,7.9999999999999964,10.427500000000002,12.3275,7.9999999999999964,0.0,7.9999999999999964,10.427500000000002,12.3275
6,6,09:15,09:30,09:30,0.0,0.0,0,0.0,245.78947368421052,245.78947368421052,0.0,0.0,1.0,0.0,0.0,0,0.0,245.78947368421055,245.78947368421055,0.0,0.0,1.0,0.0,4.72,-4.72,11.930000000000005,10.750000000000005,0.0,4.72,-4.72,12.327500000000002,11.147500000000003,0.0,4.72,-4.72,12.3275,11.1475,0.0,4.72,-4.72,12.3275,11.1475
7,7,09:30,09:45,09:45,-2.7533531010703882e-14,0.0,0,-2.7533531010703882e-14,245.78947368421052,245.78947368421052,0.0,0.0,1.0,-0.0,0.0,0,-0.0,245.78947368421055,245.78947368421055,0.0,0.0,1.0,0.0,3.18,-3.18,10.750000000000005,9.955000000000005,0.0,4.77,-4.77,11.147500000000003,9.955000000000002,0.0,3.18,-3.18,11.1475,10.352500000000001,0.0,3.18,-3.18,11.1475,10.352500000000001
8,8,09:45,10:00,10:00,-2.7533531010703882e-14,0.0,0,-2.7533531010703882e-14,245.78947368421052,245.78947368421052,0.0,0.0,1.0,-0.0,0.0,0,-0.0,245.78947368421055,245.78947368421055,0.0,0.0,1.0,0.0,3.18,-3.18,9.955000000000005,9.160000000000005,0.0,4.77,-4.77,9.955000000000002,8.762500000000003,0.0,3.18,-3.18,10.352500000000001,9.557500000000001,0.0,3.18,-3.18,10.352500000000001,9.557500000000001
9,9,10:00,10:15,10:15,-2.886579864025407e-14,0.0,0,-2.886579864025407e-14,245.78947368421052,245.78947368421052,0.0,0.0,1.0,-0.0,0.0,0,-0.0,245.78947368421055,245.78947368421055,0.0,0.0,1.0,0.0,3.18,-3.18,9.160000000000005,8.365000000000006,0.0,4.77,-4.77,8.762500000000003,7.570000000000003,0.0,4.77,-4.77,9.557500000000001,8.365,0.0,4.77,-4.77,9.557500000000001,8.365
10,10,10:15,10:30,10:30,-3.019806626980426e-14,16.0,0,-16.00000000000003,245.78947368421052,241.57894736842104,0.0,0.0,1.0,-0.0,16.0,0,-16.0,245.78947368421055,241.57894736842107,0.0,0.0,1.0,8.0,0.0,8.0,8.365000000000006,10.265000000000004,8.000000000000002,0.0,8.000000000000002,7.570000000000003,9.470000000000002,8.0,0.0,8.0,8.365,10.265,8.0,0.0,8.0,8.365,10.265
11,11,10:30,10:45,10:45,-2.842170943040401e-14,0.0,0,-2.842170943040401e-14,241.57894736842104,241.57894736842104,0.0,0.0,1.0,-0.0,0.0,0,-0.0,241.57894736842107,241.57894736842107,0.0,0.0,1.0,0.0,3.18,-3.18,10.265000000000004,9.470000000000004,0.0,4.77,-4.77,9.470000000000002,8.277500000000003,0.0,4.77,-4.77,10.265,9.072500000000002,0.0,4.77,-4.77,10.265,9.072500000000002
12,12,10:45,11:00,11:00,-3.1530333899354446e-14,8.0,0,-8.000000000000032,241.57894736842104,239.4736842105263,0.0,0.0,1.0,-0.0,16.0,0,-16.0,241.57894736842107,237.3684210526316,0.0,0.0,1.0,0.0,4.72,-4.72,9.470000000000004,8.290000000000004,8.0,0.0,8.0,8.277500000000003,10.177500000000002,8.0,0.0,8.0,9.072500000000002,10.9725,8.0,0.0,8.0,9.072500000000002,10.9725
