Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,250.0,250.0,50.0
4,08:45,250.0,250.0,50.0
5,09:00,250.0,250.0,50.0
6,09:15,250.0,250.0,50.0
7,09:30,250.0,250.0,50.0
8,09:45,250.0,250.0,50.0
9,10:00,250.0,250.0,50.0
10,10:15,250.0,250.0,50.0
11,10:30,250.0,250.0,50.0
12,10:45,250.0,250.0,50.0
13,11:00,250.0,250.0,50.0
14,11:15,250.0,250.0,50.0
15,11:30,249.8864265927978,250.0,50.0
16,11:45,247.3102493074793,250.0,50.0
17,12:00,243.09972299168984,250.0,50.0
18,12:15,238.88919667590037,250.0,50.0
19,12:30,234.67867036011089,250.0,50.0
20,12:45,230.4681440443214,250.0,50.0
21,13:00,226.25761772853193,250.0,50.0
22,13:15,226.25761772853193,250.0,50.0
23,13:30,226.25761772853193,250.0,50.0
24,13:45,226.25761772853193,250.0,50.0
25,14:00,226.25761772853193,250.0,50.0
26,14:15,226.25761772853193,250.0,50.0
27,14:30,226.25761772853193,250.0,50.0
28,14:45,226.25761772853193,250.0,50.0
29,15:00,226.25761772853193,250.0,50.0
30,15:15,226.25761772853193,250.0,50.0
31,15:30,224.93628808864273,250.0,50.0
32,15:45,224.93628808864273,250.0,50.0
33,16:00,225.49325946445066,250.0,50.0
34,16:15,225.49325946445066,250.0,50.0
35,16:30,225.49325946445066,250.0,50.0
36,16:45,225.49325946445066,250.0,50.0
37,17:00,225.49325946445066,250.0,50.0
38,17:15,225.49325946445066,250.0,50.0
39,17:30,225.49325946445066,250.0,50.0
40,17:45,225.49325946445066,250.0,50.0
41,18:00,225.49325946445066,250.0,50.0
42,18:15,225.49325946445066,250.0,50.0
43,18:30,225.49325946445066,250.0,50.0
44,18:45,225.49325946445066,250.0,50.0
45,19:00,225.49325946445066,250.0,50.0
46,19:15,225.49325946445066,250.0,50.0
47,19:30,225.49325946445066,250.0,50.0
48,19:45,225.49325946445066,250.0,50.0
49,20:00,225.49325946445066,250.0,50.0
50,20:15,225.49325946445066,250.0,50.0
51,20:30,225.49325946445066,250.0,50.0
52,20:45,225.49325946445066,250.0,50.0
53,21:00,225.49325946445066,250.0,50.0
54,21:15,226.0502308402586,250.0,50.0
55,21:30,226.60720221606653,250.0,50.0
56,21:45,227.16417359187446,250.0,50.0
57,22:00,227.72114496768242,250.0,50.0
58,22:15,228.27811634349035,250.0,50.0
59,22:30,228.8350877192983,250.0,50.0
60,22:45,229.39205909510622,250.0,50.0
61,23:00,229.94903047091418,250.0,50.0
62,23:15,230.5060018467221,250.0,50.0
63,23:30,231.06297322253005,250.0,50.0
64,23:45,231.61994459833798,250.0,50.0
65,00:00,232.1769159741459,250.0,50.0
66,00:15,232.73388734995387,250.0,50.0
67,00:30,233.2908587257618,250.0,50.0
68,00:45,233.84783010156974,250.0,50.0
69,01:00,234.40480147737767,250.0,50.0
70,01:15,234.96177285318564,250.0,50.0
71,01:30,235.51874422899357,250.0,50.0
72,01:45,236.0757156048015,250.0,50.0
73,02:00,236.63268698060944,250.0,50.0
74,02:15,237.18965835641737,250.0,50.0
75,02:30,237.74662973222533,250.0,50.0
76,02:45,238.30360110803326,250.0,50.0
77,03:00,238.8605724838412,250.0,50.0
78,03:15,239.41754385964913,250.0,50.0
79,03:30,239.9745152354571,250.0,50.0
80,03:45,240.53148661126502,250.0,50.0
81,04:00,241.08845798707296,250.0,50.0
82,04:15,241.6454293628809,250.0,50.0
83,04:30,242.20240073868882,250.0,50.0
84,04:45,242.75937211449678,250.0,50.0
85,05:00,243.31634349030472,250.0,50.0
86,05:15,243.87331486611265,250.0,50.0
87,05:30,244.43028624192058,250.0,50.0
88,05:45,244.98725761772855,250.0,50.0
89,06:00,245.54422899353648,250.0,50.0
90,06:15,246.1012003693444,250.0,50.0
91,06:30,246.65817174515234,250.0,50.0
92,06:45,247.21514312096028,250.0,50.0
93,07:00,247.77211449676824,250.0,50.0
94,07:15,248.32908587257617,250.0,50.0
95,07:30,248.88605724838413,250.0,50.0
96,07:45,249.44302862419207,250.0,50.0
97,08:00,250.0,250.0,50.0
