Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,250.0,250.0,50.0
4,08:45,250.0,250.0,50.0
5,09:00,250.0,250.0,50.0
6,09:15,250.0,250.0,50.0
7,09:30,250.0,250.0,50.0
8,09:45,250.0,250.0,50.0
9,10:00,250.0,250.0,50.0
10,10:15,250.0,250.0,50.0
11,10:30,250.0,250.0,50.0
12,10:45,250.0,250.0,50.0
13,11:00,250.0,250.0,50.0
14,11:15,250.0,250.0,50.0
15,11:30,249.8864265927978,250.0,50.0
16,11:45,247.78116343490308,250.0,50.0
17,12:00,245.67590027700834,250.0,50.0
18,12:15,243.5706371191136,250.0,50.0
19,12:30,241.46537396121886,250.0,50.0
20,12:45,239.36011080332412,250.0,50.0
21,13:00,237.25484764542938,250.0,50.0
22,13:15,237.25484764542938,250.0,50.0
23,13:30,237.25484764542938,250.0,50.0
24,13:45,237.25484764542938,250.0,50.0
25,14:00,237.25484764542938,250.0,50.0
26,14:15,237.25484764542938,250.0,50.0
27,14:30,237.25484764542938,250.0,50.0
28,14:45,237.25484764542938,250.0,50.0
29,15:00,237.25484764542938,250.0,50.0
30,15:15,237.25484764542938,250.0,50.0
31,15:30,237.25484764542938,250.0,50.0
32,15:45,237.25484764542938,250.0,50.0
33,16:00,237.25484764542938,250.0,50.0
34,16:15,237.25484764542938,250.0,50.0
35,16:30,237.25484764542938,250.0,50.0
36,16:45,237.25484764542938,250.0,50.0
37,17:00,237.25484764542938,250.0,50.0
38,17:15,237.25484764542938,250.0,50.0
39,17:30,237.14127423822717,250.0,50.0
40,17:45,235.03601108033243,250.0,50.0
41,18:00,232.9307479224377,250.0,50.0
42,18:15,230.82548476454295,250.0,50.0
43,18:30,228.72022160664824,250.0,50.0
44,18:45,226.6149584487535,250.0,50.0
45,19:00,226.6149584487535,250.0,50.0
46,19:15,224.50969529085876,250.0,50.0
47,19:30,224.50969529085876,250.0,50.0
48,19:45,224.50969529085876,250.0,50.0
49,20:00,224.50969529085876,250.0,50.0
50,20:15,224.50969529085876,250.0,50.0
51,20:30,224.50969529085876,250.0,50.0
52,20:45,224.50969529085876,250.0,50.0
53,21:00,224.50969529085876,250.0,50.0
54,21:15,225.0890203978847,250.0,50.0
55,21:30,225.66834550491063,250.0,50.0
56,21:45,226.24767061193657,250.0,50.0
57,22:00,226.8269957189625,250.0,50.0
58,22:15,227.40632082598844,250.0,50.0
59,22:30,227.98564593301438,250.0,50.0
60,22:45,228.56497104004032,250.0,50.0
61,23:00,229.14429614706626,250.0,50.0
62,23:15,229.7236212540922,250.0,50.0
63,23:30,230.30294636111813,250.0,50.0
64,23:45,230.88227146814407,250.0,50.0
65,00:00,231.46159657517,250.0,50.0
66,00:15,232.04092168219594,250.0,50.0
67,00:30,232.62024678922188,250.0,50.0
68,00:45,233.19957189624782,250.0,50.0
69,01:00,233.77889700327376,250.0,50.0
70,01:15,234.3582221102997,250.0,50.0
71,01:30,234.93754721732563,250.0,50.0
72,01:45,235.51687232435157,250.0,50.0
73,02:00,236.0961974313775,250.0,50.0
74,02:15,236.67552253840344,250.0,50.0
75,02:30,237.25484764542938,250.0,50.0
76,02:45,237.83417275245532,250.0,50.0
77,03:00,238.41349785948125,250.0,50.0
78,03:15,238.9928229665072,250.0,50.0
79,03:30,239.57214807353313,250.0,50.0
80,03:45,240.15147318055907,250.0,50.0
81,04:00,240.730798287585,250.0,50.0
82,04:15,241.31012339461094,250.0,50.0
83,04:30,241.88944850163688,250.0,50.0
84,04:45,242.46877360866281,250.0,50.0
85,05:00,243.04809871568875,250.0,50.0
86,05:15,243.6274238227147,250.0,50.0
87,05:30,244.20674892974063,250.0,50.0
88,05:45,244.78607403676656,250.0,50.0
89,06:00,245.3653991437925,250.0,50.0
90,06:15,245.94472425081844,250.0,50.0
91,06:30,246.52404935784438,250.0,50.0
92,06:45,247.1033744648703,250.0,50.0
93,07:00,247.68269957189625,250.0,50.0
94,07:15,248.2620246789222,250.0,50.0
95,07:30,248.84134978594813,250.0,50.0
96,07:45,249.42067489297406,250.0,50.0
97,08:00,250.0,250.0,50.0
