src,nodes,in_queue,leaves,explored_pct,best_bound,best_sol,gap_pct,cuts,in_lp,confl,lp_iters,time_s
,4985,459,1459,21.47,204.250913,586.1761006,65.16,8225,220,9326,815241,306.3
,5010,460,1470,21.47,204.250913,586.1761006,65.16,8296,220,9159,833883,315.2
,5034,461,1481,21.47,204.250913,586.1761006,65.16,8361,220,8907,850428,321.1
,5128,469,1515,21.54,204.250913,586.1761006,65.16,8421,113,9662,858209,326.2
,5153,475,1527,21.54,204.250913,586.1761006,65.16,8923,170,9211,862974,331.3
,5188,476,1542,21.54,204.250913,586.1761006,65.16,9613,221,9675,869742,336.7
,5225,475,1554,21.56,204.250913,586.1761006,65.16,10015,173,9925,880501,341.8
,5285,478,1577,21.56,204.250913,586.1761006,65.16,10075,173,9374,890390,346.9
L,5295,336,1585,21.8,204.250913,426.509434,52.11,8549,199,9426,893621,356.4
,5320,332,1592,21.81,204.250913,426.509434,52.11,6208,224,9546,917387,361.4
,5328,332,1595,21.81,204.250913,426.509434,52.11,6304,224,9970,933185,368.6
,5428,350,1634,21.99,204.250913,426.509434,52.11,6442,193,9842,939918,373.7
,5557,363,1682,22.38,205.0260323,426.509434,51.93,6125,137,9974,947550,378.8
,5639,386,1705,22.38,205.0260323,426.509434,51.93,6490,168,9834,954461,384.0
,5722,400,1742,22.38,205.0260323,426.509434,51.93,6586,196,8238,964025,389.0
,5815,413,1779,22.38,205.0260323,426.509434,51.93,6717,119,8792,971774,394.1
,5926,420,1821,22.38,205.0260323,426.509434,51.93,6602,135,9510,980692,399.3
,5975,430,1844,22.38,205.0260323,426.509434,51.93,5516,109,9648,986146,404.8
,6040,436,1873,22.38,205.0260323,426.509434,51.93,5517,109,9020,994833,410.0
,6056,435,1879,22.39,205.0260323,426.509434,51.93,6255,202,9268,1007000,417.9
,6119,439,1904,22.39,205.0260323,426.509434,51.93,6270,202,9972,1014000,422.9
,6241,461,1941,22.39,205.3323979,426.509434,51.86,6207,222,9786,1020000,427.9
,6251,485,1946,22.4,205.3323979,426.509434,51.86,6496,173,9818,1035000,434.7
,6332,493,1973,22.4,205.3323979,426.509434,51.86,6496,173,9251,1043000,439.7
,6457,515,2015,22.59,205.3323979,426.509434,51.86,7081,117,9568,1051000,444.8
,6517,515,2045,22.59,205.3323979,426.509434,51.86,6768,87,8802,1056000,450.0
,6540,514,2055,22.59,205.3323979,426.509434,51.86,6551,163,9062,1087000,467.7
L,6634,537,2077,23.14,205.3323979,421.509434,51.29,6526,175,9208,1091000,479.0
,6737,549,2112,23.14,205.3323979,421.509434,51.29,7059,131,9661,1109000,484.3
,6866,577,2153,23.15,205.3323979,421.509434,51.29,6851,198,9841,1117000,489.3
,7043,616,2213,23.15,205.3323979,421.509434,51.29,5973,205,8833,1126000,495.6
,7241,650,2282,23.15,205.3323979,421.509434,51.29,6289,126,9216,1133000,501.1
,7361,673,2325,23.15,205.3323979,421.509434,51.29,6627,161,9814,1140000,506.3
,7394,674,2339,23.15,205.3323979,421.509434,51.29,6692,98,9886,1145000,511.5
,7444,679,2363,23.15,205.3323979,421.509434,51.29,6695,98,9756,1152000,516.7
,7489,681,2384,23.15,205.3323979,421.509434,51.29,6524,91,9947,1155000,522.0
,7526,681,2403,23.15,205.3323979,421.509434,51.29,6462,99,8855,1158000,527.2
,7548,679,2414,23.16,205.3323979,421.509434,51.29,7184,207,9234,1166000,532.5
,7646,695,2450,23.17,206.9208174,421.509434,50.91,5813,179,9862,1176000,539.9
,7663,695,2456,23.17,206.9208174,421.509434,50.91,5924,175,9308,1184000,545.1
,7681,695,2465,23.17,206.9208174,421.509434,50.91,5924,175,9762,1193000,550.4
,7747,0,0,0.0,206.9208174,421.509434,50.91,175,0,0,1199000,555.3
,7747,0,0,0.0,206.9208174,421.509434,50.91,175,16,2,1200000,555.5
,7747,0,0,0.0,206.9208174,421.509434,50.91,5610,117,2,1203000,560.7
,7747,0,0,0.0,206.9208174,421.509434,50.91,6286,47,2,1211000,572.4
,7751,0,1,12.5,206.9208174,421.509434,50.91,5566,47,7,1228000,578.9
,7852,19,39,25.32,206.9208174,421.509434,50.91,5124,111,747,1242000,584.9
,7944,28,68,25.33,206.9208174,421.509434,50.91,4914,106,1221,1252000,590.2
,7975,30,82,25.33,206.9208174,421.509434,50.91,5029,106,3368,1261000,595.6
,8084,57,128,26.41,206.9208174,421.509434,50.91,4302,123,3526,1274000,601.4
,8190,71,161,26.47,206.9208174,421.509434,50.91,4239,144,3680,1286000,606.5
,8317,71,219,28.28,206.9208174,421.509434,50.91,4299,98,4528,1298000,611.9
,8400,73,250,28.3,206.9208174,421.509434,50.91,4337,98,4928,1313000,617.6
,8513,82,293,28.38,206.9208174,421.509434,50.91,4434,113,5336,1324000,622.7
,8523,90,298,28.44,206.9208174,421.509434,50.91,4009,237,5505,1332000,628.7
,8622,102,339,28.48,206.9208174,421.509434,50.91,3976,180,6315,1340000,633.9
,8734,105,387,28.62,206.9208174,421.509434,50.91,5093,181,6591,1350000,639.6
,8829,121,425,28.64,206.9208174,421.509434,50.91,6246,205,7099,1360000,644.7
,8915,128,453,28.64,206.9208174,421.509434,50.91,6279,205,7425,1368000,649.8
,8960,127,470,28.78,206.9208174,421.509434,50.91,6121,192,7518,1379000,654.9
,9040,139,500,28.79,206.9208174,421.509434,50.91,5564,194,8216,1405000,672.5
,9053,141,504,28.79,206.9208174,421.509434,50.91,5564,194,8229,1414000,677.6
,9187,163,549,28.79,206.9208174,421.509434,50.91,5728,156,8846,1420000,682.6
,9313,186,591,28.79,206.9208174,421.509434,50.91,5262,175,9631,1427000,687.7
,9403,196,622,29.13,206.9208174,421.509434,50.91,5210,192,9855,1434000,692.7
,9443,201,642,29.14,206.9208174,421.509434,50.91,4559,184,9293,1440000,698.9
,9554,213,690,29.14,206.9208174,421.509434,50.91,4911,110,9706,1447000,704.2
,9646,219,732,29.14,206.9208174,421.509434,50.91,6389,161,7481,1456000,711.8
,9768,243,775,29.14,206.9208174,421.509434,50.91,6379,104,7813,1459000,716.8
,9862,250,810,32.88,206.9208174,421.509434,50.91,6422,127,8183,1466000,721.9
,9928,256,836,32.88,206.9208174,421.509434,50.91,6443,127,8832,1475000,727.2
,9987,266,853,32.88,206.9208174,421.509434,50.91,6626,160,9022,1483000,732.5
,10055,292,881,32.88,206.9208174,421.509434,50.91,7418,138,9436,1488000,737.5
,10084,293,891,32.88,206.9208174,421.509434,50.91,7429,138,9921,1494000,743.3
,10137,294,917,32.88,206.9208174,421.509434,50.91,7437,138,8807,1499000,748.3
,10254,321,962,32.88,206.9208174,421.509434,50.91,7341,101,9618,1503000,753.5
,10365,344,1003,32.88,206.9208174,421.509434,50.91,7217,115,9944,1509000,758.9
,10393,348,1013,32.88,206.9208174,421.509434,50.91,7227,115,9827,1513000,765.1
,10406,348,1018,32.88,206.9208174,421.509434,50.91,7230,115,9258,1515000,770.5
,10461,361,1040,32.98,206.9208174,421.509434,50.91,7019,141,9722,1526000,778.9
,10540,365,1069,33.04,206.9208174,421.509434,50.91,7038,141,9362,1536000,784.0
,10596,376,1088,33.05,206.9208174,421.509434,50.91,6709,122,9621,1548000,789.0
,10703,382,1130,33.05,206.9208174,421.509434,50.91,5828,142,9696,1559000,794.1
,10844,414,1179,33.17,206.9208174,421.509434,50.91,5860,202,9229,1573000,799.5
,11044,448,1257,33.25,206.9208174,421.509434,50.91,6349,123,9045,1586000,804.9
,11153,453,1302,33.35,206.9208174,421.509434,50.91,7067,147,9412,1601000,810.1
,11235,458,1337,33.58,206.9208174,421.509434,50.91,7161,147,9490,1617000,815.2
,11338,473,1377,35.01,206.9208174,421.509434,50.91,4938,158,9981,1638000,820.3
,11557,506,1457,35.01,206.9208174,421.509434,50.91,4852,107,9385,1653000,825.4
,11642,518,1488,35.01,206.9208174,421.509434,50.91,4489,139,9359,1666000,830.4
,11680,526,1500,35.01,206.9208174,421.509434,50.91,4871,188,9598,1687000,835.6
,11811,543,1543,35.01,206.9208174,421.509434,50.91,4944,206,9149,1703000,840.6
,11880,552,1569,35.01,206.9208174,421.509434,50.91,5451,178,9608,1730000,850.0
,12003,572,1619,35.06,206.9208174,421.509434,50.91,5632,200,9834,1749000,855.1
,12080,589,1646,35.07,206.9208174,421.509434,50.91,6198,195,9985,1761000,860.1
,12232,600,1702,35.44,206.9208174,421.509434,50.91,6171,142,9939,1776000,865.1
,12350,604,1752,35.48,206.9208174,421.509434,50.91,4938,170,9995,1792000,870.1
,12373,606,1763,35.5,206.9208174,421.509434,50.91,5041,170,9643,1806000,875.2
,12429,605,1789,35.57,206.9208174,421.509434,50.91,4717,158,9822,1821000,880.2
,12563,616,1841,35.86,206.9208174,421.509434,50.91,6299,186,9881,1834000,885.3
,12687,642,1886,35.95,206.9208174,421.509434,50.91,6003,167,9827,1845000,890.3
,12774,642,1929,36.06,206.9208174,421.509434,50.91,6384,148,9261,1856000,895.9
,12858,642,1965,36.06,206.9208174,421.509434,50.91,5653,202,9967,1868000,900.9
,12961,654,2003,36.07,206.9208174,421.509434,50.91,5964,188,9637,1878000,906.0
,13115,680,2063,36.07,206.9208174,421.509434,50.91,5856,126,9621,1887000,911.4
,13127,685,2069,36.26,206.9208174,421.509434,50.91,6265,161,9663,1904000,917.9
,13295,702,2133,36.37,206.9208174,421.509434,50.91,6169,154,9133,1919000,923.0
,13429,734,2181,36.37,206.9208174,421.509434,50.91,6193,114,9724,1932000,928.7
,13537,742,2225,36.38,206.9208174,421.509434,50.91,5706,172,9777,1949000,934.2
,13697,761,2290,36.38,206.9208174,421.509434,50.91,5484,156,9862,1963000,939.3
,13840,782,2345,36.38,206.9208174,421.509434,50.91,6614,185,9878,1977000,944.3
,13939,789,2384,36.38,206.9208174,421.509434,50.91,6944,207,9653,2004000,951.8
,13989,791,2409,36.38,206.9208174,421.509434,50.91,7536,159,9516,2018000,957.3
,14132,806,2453,36.91,206.9208174,421.509434,50.91,6597,160,9907,2033000,962.5
,14316,829,2518,36.91,206.9208174,421.509434,50.91,6871,170,9637,2050000,967.5
,14428,838,2559,36.91,206.9208174,421.509434,50.91,7253,246,9862,2069000,972.8
,14570,854,2610,36.92,206.9208174,421.509434,50.91,6224,194,9454,2089000,978.0
,14726,881,2670,36.93,206.9208174,421.509434,50.91,6964,264,9463,2108000,983.8
L,14792,887,2698,36.93,206.9208174,421.509434,50.91,6968,194,9505,2123000,990.7
,14898,896,2739,36.93,206.9208174,421.509434,50.91,6068,136,9994,2152000,995.8
,15029,920,2787,36.93,206.9208174,421.509434,50.91,5809,210,8355,2203000,1009.5
,15221,938,2865,36.93,206.9208174,421.509434,50.91,6032,233,9917,2222000,1014.5
,15429,960,2947,36.93,206.9208174,421.509434,50.91,5509,107,9780,2242000,1019.7
,15739,990,3051,36.93,206.9208174,421.509434,50.91,5353,140,9764,2260000,1024.7
,15968,1016,3138,37.03,206.9208174,421.509434,50.91,4919,150,9495,2285000,1030.2
L,16162,1028,3205,37.04,206.9208174,419.509434,50.68,5358,181,9799,2297000,1038.0
,16578,1075,3352,37.04,206.9208174,419.509434,50.68,5398,116,9515,2328000,1043.1
,16767,1088,3418,37.05,206.9208174,419.509434,50.68,6021,165,9601,2353000,1048.4
,16945,1104,3482,37.05,206.9208174,419.509434,50.68,6890,144,9687,2372000,1053.4
,17053,1111,3523,37.07,206.9208174,419.509434,50.68,7271,182,9169,2390000,1059.1
,17176,1124,3577,37.07,207.7233513,419.509434,50.48,7140,191,9882,2407000,1064.4
,17395,1175,3660,37.07,207.7233513,419.509434,50.48,7349,83,9809,2423000,1069.4
,17450,1177,3682,37.07,207.7233513,419.509434,50.48,7435,83,9340,2434000,1075.2
,17505,0,0,0.0,207.7233513,419.509434,50.48,99,0,0,2435000,1076.1
,17505,0,0,0.0,207.7233513,419.509434,50.48,99,35,3,2436000,1076.2
,17513,0,1,1.56,207.7233513,419.509434,50.48,5906,63,7,2458000,1093.8
,17647,11,54,13.47,207.7233513,419.509434,50.48,6157,130,1426,2479000,1098.9
,17720,18,88,13.65,207.7233513,419.509434,50.48,6250,150,3541,2493000,1103.9
,17822,25,130,15.33,207.7233513,419.509434,50.48,6132,103,6112,2507000,1109.2
,17877,27,157,15.34,207.7233513,419.509434,50.48,6149,103,8483,2518000,1114.3
,18042,41,225,18.5,207.7233513,419.509434,50.48,5973,185,9737,2535000,1119.5
,18196,44,286,18.57,207.7233513,419.509434,50.48,4877,118,6957,2553000,1124.5
,18417,64,377,29.85,207.7233513,419.509434,50.48,5370,124,8345,2577000,1129.7
,18639,85,459,29.85,207.7233513,419.509434,50.48,5143,167,9680,2594000,1134.8
,18941,105,597,29.86,207.7233513,419.509434,50.48,5732,98,5258,2610000,1139.9
,19230,126,721,30.11,207.7233513,419.509434,50.48,6984,140,7018,2630000,1145.3
,19450,153,807,30.29,207.7233513,419.509434,50.48,6911,208,8583,2650000,1150.4
,19739,183,919,30.31,207.7233513,419.509434,50.48,6030,114,9346,2672000,1156.1
,19952,198,997,30.31,207.7233513,419.509434,50.48,6808,140,9304,2687000,1161.3
,20107,210,1061,30.33,207.7233513,419.509434,50.48,6688,191,9736,2706000,1166.3
,20150,227,1075,30.34,207.7233513,419.509434,50.48,6252,138,9783,2725000,1176.2
,20253,250,1108,30.35,207.7233513,419.509434,50.48,6277,155,9705,2749000,1182.4
,20543,287,1220,30.38,207.7233513,419.509434,50.48,5677,161,9733,2765000,1187.4
,20795,309,1323,30.39,207.7233513,419.509434,50.48,6143,159,9686,2783000,1192.4
,21094,340,1443,30.57,207.7233513,419.509434,50.48,6318,134,9713,2798000,1197.5
,21292,354,1522,31.04,207.7233513,419.509434,50.48,6889,126,9992,2816000,1202.5
,21603,396,1642,31.06,207.7233513,419.509434,50.48,5279,113,9880,2834000,1207.5
,21858,426,1747,31.19,207.7233513,419.509434,50.48,7268,187,9554,2851000,1212.6
,22072,461,1831,31.35,207.7233513,419.509434,50.48,3424,177,9608,2866000,1217.6
,22250,0,0,0.0,207.7233513,419.509434,50.48,213,0,0,2881000,1221.3
,22250,0,0,0.0,207.7233513,419.509434,50.48,213,13,2,2882000,1221.4
L,22250,0,0,0.0,207.7233513,419.509434,50.48,2594,58,2,2889000,1238.4
,22455,23,86,10.52,207.7233513,419.509434,50.48,3893,60,1995,2927000,1244.0
,22649,34,173,18.58,207.7233513,419.509434,50.48,3453,124,3485,2952000,1249.1
,22874,50,271,21.78,207.7233513,419.509434,50.48,4940,142,5410,2971000,1254.1
,23060,77,346,29.83,207.7233513,419.509434,50.48,5544,137,6914,2994000,1259.2
,23267,91,427,29.99,207.7233513,419.509434,50.48,6641,172,8973,3015000,1264.5
,23521,115,534,30.04,207.7233513,419.509434,50.48,6686,157,8205,3034000,1269.6
,23680,117,605,31.67,207.7233513,419.509434,50.48,7731,199,9175,3055000,1274.7
,23960,142,725,31.73,207.7233513,419.509434,50.48,9961,146,9179,3072000,1279.7
,24044,152,759,31.9,207.7233513,419.509434,50.48,8317,191,9935,3093000,1285.1
,24218,175,826,35.12,207.7233513,419.509434,50.48,6738,204,8871,3115000,1290.8
,24399,186,904,36.79,207.7233513,419.509434,50.48,7042,243,9034,3134000,1296.4
,24499,197,946,36.86,207.7233513,419.509434,50.48,6695,200,9586,3155000,1302.2
,24595,200,981,36.93,207.7233513,419.509434,50.48,5490,239,8829,3175000,1307.2
,24673,212,1011,36.96,207.7233513,419.509434,50.48,5298,250,9914,3194000,1312.5
,24787,229,1051,37.25,207.7233513,419.509434,50.48,5491,169,9646,3211000,1317.7
,24880,229,1093,37.25,207.7233513,419.509434,50.48,5502,111,9635,3229000,1322.7
,25004,243,1144,37.25,207.7233513,419.509434,50.48,4957,118,9729,3243000,1327.8
,25132,247,1200,37.25,207.7233513,419.509434,50.48,5462,155,9958,3259000,1332.8
,25237,262,1247,37.25,207.7233513,419.509434,50.48,4631,141,9604,3280000,1338.8
,25283,266,1267,37.25,207.7233513,419.509434,50.48,5719,172,9320,3303000,1344.0
,25390,266,1307,38.31,207.7233513,419.509434,50.48,6192,197,8806,3321000,1349.1
,25504,294,1348,38.31,207.7233513,419.509434,50.48,5686,224,9592,3344000,1356.7
,25710,311,1422,38.31,207.7233513,419.509434,50.48,5228,94,9013,3366000,1361.7
,25937,341,1506,38.31,207.7233513,419.509434,50.48,5042,111,9770,3389000,1366.7
,26158,366,1603,38.31,207.7233513,419.509434,50.48,4769,71,9898,3403000,1372.0
,26330,390,1671,38.48,207.7233513,419.509434,50.48,4915,112,9022,3422000,1377.0
,26462,403,1726,38.53,207.7233513,419.509434,50.48,5320,121,9877,3439000,1382.1
,26672,421,1814,38.53,207.7233513,419.509434,50.48,5572,138,9690,3455000,1387.1
,26944,452,1916,38.53,207.7233513,419.509434,50.48,5316,101,9148,3469000,1392.3
,27128,474,1983,38.58,207.7233513,419.509434,50.48,6541,195,9750,3485000,1398.0
,27293,486,2053,38.66,207.7233513,419.509434,50.48,7723,119,8154,3497000,1403.0
,27434,497,2115,38.66,207.7233513,419.509434,50.48,8234,150,9234,3508000,1408.0
,27585,504,2188,38.66,207.7233513,419.509434,50.48,8547,74,9021,3524000,1413.1
,27766,519,2266,38.66,207.7233513,419.509434,50.48,9170,112,9931,3540000,1418.2
,27982,543,2347,39.54,207.7233513,419.509434,50.48,8375,146,9717,3556000,1423.2
,28155,565,2408,39.54,207.7233513,419.509434,50.48,9088,181,9795,3571000,1428.2
,28403,600,2513,39.54,207.7233513,419.509434,50.48,9875,154,9987,3592000,1433.9
,28569,610,2588,39.54,207.7233513,419.509434,50.48,10093,85,9699,3613000,1439.0
,28815,632,2693,39.54,207.7233513,419.509434,50.48,9985,139,9862,3631000,1444.0
,29015,651,2779,39.54,207.7233513,419.509434,50.48,10111,140,9851,3652000,1449.4
,29255,664,2891,39.54,207.7233513,419.509434,50.48,9252,175,9083,3671000,1454.4
,29510,679,3002,39.59,207.7233513,419.509434,50.48,9647,124,8998,3693000,1459.4
,29727,700,3099,39.59,207.7233513,419.509434,50.48,7554,111,9239,3715000,1464.8
,29970,713,3203,39.59,207.7233513,419.509434,50.48,8848,197,9377,3732000,1469.8
,30168,731,3284,39.66,207.7233513,419.509434,50.48,7532,188,9334,3755000,1474.9
,30473,746,3420,39.66,207.7233513,419.509434,50.48,8592,104,9895,3775000,1479.9
,30688,765,3517,39.66,207.7233513,419.509434,50.48,9479,172,9735,3795000,1484.9
,30863,768,3601,39.68,207.7233513,419.509434,50.48,9710,148,9715,3818000,1491.3
,31080,782,3686,39.7,207.7233513,419.509434,50.48,8882,138,9655,3838000,1496.7
,31255,784,3770,39.7,207.7233513,419.509434,50.48,8536,154,9587,3854000,1501.7
,31434,795,3851,39.7,207.7233513,419.509434,50.48,8450,188,9174,3874000,1507.8
,31680,822,3945,39.7,207.7233513,419.509434,50.48,8887,108,9637,3887000,1512.8
,31861,834,4028,39.7,207.7233513,419.509434,50.48,9708,82,9674,3901000,1517.9
,31973,834,4080,39.7,207.7233513,419.509434,50.48,9652,202,9321,3910000,1523.3
,32169,855,4166,39.7,207.7233513,419.509434,50.48,9829,95,9992,3924000,1529.9
,32275,866,4206,39.7,207.7233513,419.509434,50.48,9556,120,9783,3949000,1548.3
,32398,875,4262,39.7,207.7233513,419.509434,50.48,7671,83,9657,3958000,1553.3
,32532,882,4326,39.7,207.7233513,419.509434,50.48,7370,112,9673,3969000,1558.3
,32676,892,4394,39.7,207.7233513,419.509434,50.48,7136,132,9852,3980000,1563.4
,32783,911,4435,39.7,207.7233513,419.509434,50.48,7173,70,9854,3991000,1568.4
,32786,910,4436,39.73,207.7233513,419.509434,50.48,6399,181,9859,4004000,1575.7
,32998,938,4513,39.77,207.7233513,419.509434,50.48,6378,185,9894,4017000,1580.9
J,33083,0,0,0.0,207.7233513,419.509434,50.48,183,186,0,4023000,1583.2
,33083,0,0,0.0,207.7233513,419.509434,50.48,183,37,2,4023000,1583.3
,33083,0,0,0.0,207.7233513,419.509434,50.48,3701,119,2,4027000,1588.4
L,33083,0,0,0.0,207.7233513,419.5094339,50.48,3092,55,2,4030000,1614.0
,33288,15,86,8.85,207.7233513,419.5094339,50.48,3032,147,2374,4081000,1620.1
,33536,34,186,11.75,207.7233513,419.5094339,50.48,4059,101,4081,4103000,1625.5
,33735,54,266,11.77,207.7233513,419.5094339,50.48,4176,196,4899,4123000,1631.2
,33922,66,344,11.78,207.7233513,419.5094339,50.48,3873,234,7276,4136000,1636.2
,34048,78,387,11.81,207.7233513,419.5094339,50.48,3787,137,9166,4152000,1641.4
,34195,89,453,11.83,207.7233513,419.5094339,50.48,4249,180,8705,4169000,1646.4
,34397,109,538,13.12,207.7233513,419.5094339,50.48,4996,195,9719,4190000,1651.4
,34649,148,632,13.74,207.7233513,419.5094339,50.48,5322,148,8938,4211000,1656.5
,34924,178,750,13.82,207.7233513,419.5094339,50.48,5557,131,9539,4239000,1662.4
,35196,218,852,13.84,207.7233513,419.5094339,50.48,5095,179,9967,4260000,1667.4
,35345,228,920,13.84,207.7233513,419.5094339,50.48,5762,127,7757,4277000,1672.5
,35564,269,1005,13.84,207.7233513,419.5094339,50.48,6291,133,8646,4297000,1677.6
,35850,313,1111,28.81,207.7233513,419.5094339,50.48,6935,154,9646,4321000,1682.8
,36140,350,1229,28.81,207.7233513,419.5094339,50.48,6909,73,8542,4336000,1687.8
,36468,392,1370,28.81,207.7233513,419.5094339,50.48,6305,67,9249,4359000,1692.8
,36838,420,1527,29.27,207.7233513,419.5094339,50.48,6288,102,9908,4382000,1697.8
,37041,440,1616,29.27,207.7233513,419.5094339,50.48,6118,126,9976,4404000,1703.2
,37313,460,1738,29.27,207.7233513,419.5094339,50.48,5433,115,9230,4424000,1708.2
,37631,487,1877,29.61,207.7233513,419.5094339,50.48,4661,148,9327,4445000,1713.2
,37890,504,1990,29.61,207.7233513,419.5094339,50.48,5666,82,9841,4465000,1718.4
,38196,533,2115,29.61,207.7233513,419.5094339,50.48,6160,111,9989,4481000,1723.5
,38219,531,2125,29.83,207.7233513,419.5094339,50.48,7147,221,9894,4499000,1728.5
,38447,549,2222,29.87,207.7233513,419.5094339,50.48,6807,98,9730,4515000,1733.6
,38694,574,2333,29.87,207.7233513,419.5094339,50.48,7933,81,9736,4540000,1738.6
,38891,583,2418,29.87,207.7233513,419.5094339,50.48,8595,131,9977,4563000,1743.6
,39172,603,2540,29.87,207.7233513,419.5094339,50.48,8160,86,9654,4580000,1748.6
,39332,618,2606,29.91,207.7233513,419.5094339,50.48,8593,138,9668,4591000,1753.7
,39588,639,2715,29.91,207.7233513,419.5094339,50.48,8292,87,9949,4606000,1758.8
,39852,669,2827,29.91,207.7233513,419.5094339,50.48,7982,123,9871,4624000,1763.8
,40113,678,2940,30.29,207.7233513,419.5094339,50.48,8784,164,9535,4643000,1768.8
,40256,685,2999,30.29,207.7233513,419.5094339,50.48,9141,193,9961,4657000,1773.9
,40338,693,3036,30.29,207.7233513,419.5094339,50.48,8375,143,9863,4664000,1779.8
