Time_Period,Time_Start_Label,Time_End_Label,Charging_Power_kW,Discharging_Power_kW,Net_Power_kW
45,19:00,19:15,-0.0,0.0,-0.0
46,19:15,19:30,-0.0,0.0,-0.0
47,19:30,19:45,-0.0,0.0,-0.0
48,19:45,20:00,-0.0,0.0,-0.0
49,20:00,20:15,-0.0,0.0,-0.0
50,20:15,20:30,-0.0,0.0,-0.0
51,20:30,20:45,-0.0,0.0,-0.0
52,20:45,21:00,-0.0,0.0,-0.0
53,21:00,21:15,1.8191118436496891,0.0,1.8191118436496891
54,21:15,21:30,1.8191118436496891,0.0,1.8191118436496891
55,21:30,21:45,1.8191118436496891,0.0,1.8191118436496891
56,21:45,22:00,1.8191118436496891,0.0,1.8191118436496891
57,22:00,22:15,1.8191118436496891,0.0,1.8191118436496891
58,22:15,22:30,1.8191118436496891,0.0,1.8191118436496891
59,22:30,22:45,1.8191118436496891,0.0,1.8191118436496891
60,22:45,23:00,1.8191118436496891,0.0,1.8191118436496891
61,23:00,23:15,1.8191118436496891,0.0,1.8191118436496891
62,23:15,23:30,1.8191118436496891,0.0,1.8191118436496891
63,23:30,23:45,1.8191118436496891,0.0,1.8191118436496891
64,23:45,00:00,1.8191118436496891,0.0,1.8191118436496891
65,00:00,00:15,1.8191118436496891,0.0,1.8191118436496891
66,00:15,00:30,1.8191118436496891,0.0,1.8191118436496891
67,00:30,00:45,1.8191118436496891,0.0,1.8191118436496891
68,00:45,01:00,1.8191118436496891,0.0,1.8191118436496891
69,01:00,01:15,1.8191118436496891,0.0,1.8191118436496891
70,01:15,01:30,1.8191118436496891,0.0,1.8191118436496891
71,01:30,01:45,1.8191118436496891,0.0,1.8191118436496891
72,01:45,02:00,1.8191118436496891,0.0,1.8191118436496891
73,02:00,02:15,1.8191118436496891,0.0,1.8191118436496891
74,02:15,02:30,1.8191118436496891,0.0,1.8191118436496891
75,02:30,02:45,1.8191118436496891,0.0,1.8191118436496891
76,02:45,03:00,1.8191118436496891,0.0,1.8191118436496891
77,03:00,03:15,1.8191118436496891,0.0,1.8191118436496891
78,03:15,03:30,1.8191118436496891,0.0,1.8191118436496891
79,03:30,03:45,1.8191118436496891,0.0,1.8191118436496891
80,03:45,04:00,1.8191118436496891,0.0,1.8191118436496891
81,04:00,04:15,1.8191118436496891,0.0,1.8191118436496891
82,04:15,04:30,1.8191118436496891,0.0,1.8191118436496891
83,04:30,04:45,1.8191118436496891,0.0,1.8191118436496891
84,04:45,05:00,1.8191118436496891,0.0,1.8191118436496891
85,05:00,05:15,1.8191118436496891,0.0,1.8191118436496891
86,05:15,05:30,1.8191118436496891,0.0,1.8191118436496891
87,05:30,05:45,1.8191118436496891,0.0,1.8191118436496891
88,05:45,06:00,1.8191118436496891,0.0,1.8191118436496891
89,06:00,06:15,1.8191118436496891,0.0,1.8191118436496891
90,06:15,06:30,1.8191118436496891,0.0,1.8191118436496891
91,06:30,06:45,1.8191118436496891,0.0,1.8191118436496891
92,06:45,07:00,1.8191118436496891,0.0,1.8191118436496891
93,07:00,07:15,1.8191118436496891,0.0,1.8191118436496891
94,07:15,07:30,1.8191118436496891,0.0,1.8191118436496891
95,07:30,07:45,1.8191118436496891,0.0,1.8191118436496891
96,07:45,08:00,1.8191118436495919,0.0,1.8191118436495919
