Time_Period,Time_Label,MCS_1_SOE_kWh,MCS_1_Max_SOE_kWh,MCS_1_Min_SOE_kWh
1,08:00,250.0,250.0,50.0
2,08:15,250.0,250.0,50.0
3,08:30,250.0,250.0,50.0
4,08:45,250.0,250.0,50.0
5,09:00,250.0,250.0,50.0
6,09:15,247.8947368421053,250.0,50.0
7,09:30,247.8947368421053,250.0,50.0
8,09:45,247.8947368421053,250.0,50.0
9,10:00,247.8947368421053,250.0,50.0
10,10:15,247.89473684210526,250.0,50.0
11,10:30,245.78947368421052,250.0,50.0
12,10:45,245.78947368421052,250.0,50.0
13,11:00,245.78947368421052,250.0,50.0
14,11:15,245.78947368421052,250.0,50.0
15,11:30,243.68421052631578,250.0,50.0
16,11:45,241.8393351800554,250.0,50.0
17,12:00,239.73407202216066,250.0,50.0
18,12:15,239.73407202216066,250.0,50.0
19,12:30,240.16611108502747,250.0,50.0
20,12:45,240.59815014789427,250.0,50.0
21,13:00,241.03018921076108,250.0,50.0
22,13:15,241.4622282736279,250.0,50.0
23,13:30,241.8942673364947,250.0,50.0
24,13:45,242.3263063993615,250.0,50.0
25,14:00,242.7583454622283,250.0,50.0
26,14:15,243.1903845250951,250.0,50.0
27,14:30,243.62242358796192,250.0,50.0
28,14:45,244.0544626508287,250.0,50.0
29,15:00,244.4865017136955,250.0,50.0
30,15:15,244.9185407765623,250.0,50.0
31,15:30,245.35057983942912,250.0,50.0
32,15:45,245.7826189022959,250.0,50.0
33,16:00,246.2146579651627,250.0,50.0
34,16:15,246.2146579651627,250.0,50.0
35,16:30,244.10939480726796,250.0,50.0
36,16:45,244.10939480726796,250.0,50.0
37,17:00,244.10939480726796,250.0,50.0
38,17:15,242.00413164937322,250.0,50.0
39,17:30,239.89886849147848,250.0,50.0
40,17:45,237.79360533358374,250.0,50.0
41,18:00,237.30607070754496,250.0,50.0
42,18:15,235.20080754965022,250.0,50.0
43,18:30,233.09554439175548,250.0,50.0
44,18:45,230.99028123386074,250.0,50.0
45,19:00,230.99028123386074,250.0,50.0
46,19:15,230.99028123386074,250.0,50.0
47,19:30,230.99028123386074,250.0,50.0
48,19:45,230.99028123386074,250.0,50.0
49,20:00,230.99028123386074,250.0,50.0
50,20:15,230.99028123386074,250.0,50.0
51,20:30,230.99028123386074,250.0,50.0
52,20:45,230.99028123386077,250.0,50.0
53,21:00,230.99028123386077,250.0,50.0
54,21:15,231.42232029672758,250.0,50.0
55,21:30,231.85435935959435,250.0,50.0
56,21:45,232.28639842246116,250.0,50.0
57,22:00,232.71843748532797,250.0,50.0
58,22:15,233.15047654819477,250.0,50.0
59,22:30,233.58251561106158,250.0,50.0
60,22:45,234.0145546739284,250.0,50.0
61,23:00,234.44659373679517,250.0,50.0
62,23:15,234.87863279966197,250.0,50.0
63,23:30,235.31067186252878,250.0,50.0
64,23:45,235.74271092539558,250.0,50.0
65,00:00,236.1747499882624,250.0,50.0
66,00:15,236.60678905112914,250.0,50.0
67,00:30,237.03882811399595,250.0,50.0
68,00:45,237.47086717686275,250.0,50.0
69,01:00,237.90290623972956,250.0,50.0
70,01:15,238.33494530259634,250.0,50.0
71,01:30,238.76698436546314,250.0,50.0
72,01:45,239.19902342832995,250.0,50.0
73,02:00,239.63106249119676,250.0,50.0
74,02:15,240.06310155406356,250.0,50.0
75,02:30,240.49514061693034,250.0,50.0
76,02:45,240.92717967979715,250.0,50.0
77,03:00,241.35921874266396,250.0,50.0
78,03:15,241.79125780553076,250.0,50.0
79,03:30,242.22329686839754,250.0,50.0
80,03:45,242.65533593126435,250.0,50.0
81,04:00,243.08737499413115,250.0,50.0
82,04:15,243.51941405699796,250.0,50.0
83,04:30,243.95145311986477,250.0,50.0
84,04:45,244.38349218273157,250.0,50.0
85,05:00,244.81553124559838,250.0,50.0
86,05:15,245.24757030846519,250.0,50.0
87,05:30,245.679609371332,250.0,50.0
88,05:45,246.11164843419877,250.0,50.0
89,06:00,246.54368749706558,250.0,50.0
90,06:15,246.97572655993238,250.0,50.0
91,06:30,247.4077656227992,250.0,50.0
92,06:45,247.839804685666,250.0,50.0
93,07:00,248.2718437485328,250.0,50.0
94,07:15,248.7038828113996,250.0,50.0
95,07:30,249.13592187426642,250.0,50.0
96,07:45,249.56796093713322,250.0,50.0
97,08:00,250.0,250.0,50.0
