Time_Period,Time_Start_Label,Time_End_Label,Grid_Energy_kWh,Energy_Cost_USD,CO2_Emissions_kg,Cumulative_Energy_Cost_USD,Cumulative_CO2_Emissions_kg
1,08:00,08:15,0.0,0.0,0.0,0.0,0.0
2,08:15,08:30,0.0,0.0,0.0,0.0,0.0
3,08:30,08:45,0.0,0.0,0.0,0.0,0.0
4,08:45,09:00,0.0,0.0,0.0,0.0,0.0
5,09:00,09:15,0.0,0.0,0.0,0.0,0.0
6,09:15,09:30,-0.0,-0.0,-0.0,0.0,0.0
7,09:30,09:45,-0.0,-0.0,-0.0,0.0,0.0
8,09:45,10:00,-0.0,-0.0,-0.0,0.0,0.0
9,10:00,10:15,-0.0,-0.0,-0.0,0.0,0.0
10,10:15,10:30,-0.0,-0.0,-0.0,0.0,0.0
11,10:30,10:45,-0.0,-0.0,-0.0,0.0,0.0
12,10:45,11:00,-0.0,-0.0,-0.0,0.0,0.0
13,11:00,11:15,-0.0,-0.0,-0.0,0.0,0.0
14,11:15,11:30,-0.0,-0.0,-0.0,0.0,0.0
15,11:30,11:45,-0.0,-0.0,-0.0,0.0,0.0
16,11:45,12:00,2.220446049250313e-16,5.795364188543317e-17,3.281542948485594e-17,5.795364188543317e-17,3.281542948485594e-17
17,12:00,12:15,2.220446049250313e-16,5.795364188543317e-17,3.1719884940883956e-17,1.1590728377086635e-16,6.453531442573989e-17
18,12:15,12:30,0.4547779609124223,0.11869704779814222,0.06828435645666586,0.11869704779814233,0.06828435645666593
19,12:30,12:45,0.4547779609124223,0.11869704779814222,0.06465402635043403,0.23739409559628455,0.13293838280709996
20,12:45,13:00,0.4547779609124223,0.11869704779814222,0.06107307103264051,0.35609114339442677,0.19401145383974047
21,13:00,13:15,0.4547779609124223,0.11869704779814222,0.05754464984577975,0.474788191192569,0.2515561036855202
22,13:15,13:30,0.4547779609124223,0.11869704779814222,0.06230293343922743,0.5934852389907113,0.31385903712474766
23,13:30,13:45,0.4547779609124223,0.11869704779814222,0.05931468432577758,0.7121822867888534,0.37317372145052524
24,13:45,14:00,0.4547779609124223,0.11869704779814222,0.056496828235276665,0.8308793345869956,0.42967054968580193
25,14:00,14:15,0.4547779609124223,0.17599907087310743,0.05485654236230512,1.006878405460103,0.48452709204810707
26,14:15,14:30,0.4547779609124223,0.17599907087310743,0.05739018951391341,1.1828774763332104,0.5419172815620205
27,14:30,14:45,0.4547779609124223,0.17599907087310743,0.057618101034246715,1.3588765472063178,0.5995353825962672
28,14:45,15:00,0.4547779609124223,0.17599907087310743,0.056269386955354946,1.5348756180794252,0.6558047695516221
29,15:00,15:15,0.4547779609124223,0.17599907087310743,0.05707370134491117,1.7108746889525326,0.7128784708965333
30,15:15,15:30,0.4547779609124223,0.17599907087310743,0.060230798600576736,1.88687375982564,0.7731092694971101
31,15:30,15:45,0.4547779609124223,0.17599907087310743,0.0585505190989446,2.0628728306987476,0.8316597885960547
32,15:45,16:00,0.4547779609124224,0.17599907087310748,0.05799673279249582,2.238871901571855,0.8896565213885506
33,16:00,16:15,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
34,16:15,16:30,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
35,16:30,16:45,0.0,0.0,0.0,2.238871901571855,0.8896565213885506
36,16:45,17:00,0.0,0.0,0.0,2.238871901571855,0.8896565213885506
37,17:00,17:15,0.0,0.0,0.0,2.238871901571855,0.8896565213885506
38,17:15,17:30,0.0,0.0,0.0,2.238871901571855,0.8896565213885506
39,17:30,17:45,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
40,17:45,18:00,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
41,18:00,18:15,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
42,18:15,18:30,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
43,18:30,18:45,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
44,18:45,19:00,-0.0,-0.0,-0.0,2.238871901571855,0.8896565213885506
