src,nodes,in_queue,leaves,explored_pct,best_bound,best_sol,gap_pct,cuts,in_lp,confl,lp_iters,time_s
,1985,300,676,6.09,89.82059273,111.5359697,19.47,8838,193,9837,651409,420.2
,1993,299,677,6.19,89.82059273,111.5359697,19.47,8968,346,9872,670928,426.1
,2027,303,691,6.8,89.82059273,111.5359697,19.47,8985,346,9270,686853,432.0
,2063,308,708,7.05,89.82059273,111.5359697,19.47,9015,346,9656,698905,437.3
,2086,313,718,7.73,90.30373924,111.5359697,19.04,9115,222,9933,716579,443.9
,2185,316,761,7.74,90.30373924,111.5359697,19.04,9153,250,9025,722531,449.0
,2249,322,783,7.74,90.30373924,111.5359697,19.04,9305,131,9485,730841,454.0
,2296,334,803,7.74,90.30373924,111.5359697,19.04,9262,232,9852,755717,463.4
,2321,335,815,7.76,90.30373924,111.5359697,19.04,9208,270,7989,765949,468.5
,2358,339,831,7.76,90.30373924,111.5359697,19.04,9237,270,8474,774737,473.6
,2388,342,839,7.77,90.30373924,111.5359697,19.04,9628,170,8698,792895,481.0
,2484,355,882,8.46,90.84247883,111.5359697,18.55,9648,181,9220,800313,486.3
,2600,365,934,8.48,90.84247883,111.5359697,18.55,9699,66,9929,807839,491.4
,2682,368,972,8.49,90.84247883,111.5359697,18.55,9211,210,9319,821755,498.3
,2706,370,983,8.49,90.84247883,111.5359697,18.55,9232,210,9453,837932,503.4
,2725,369,991,8.49,90.84247883,111.5359697,18.55,9345,267,9638,858789,509.6
,2773,376,1012,8.52,90.84247883,111.5359697,18.55,9371,267,9286,874480,515.4
,2808,389,1019,8.62,90.84247883,111.5359697,18.55,9548,325,9651,895434,521.9
,2859,392,1045,8.72,90.84247883,111.5359697,18.55,9588,325,8614,905762,527.0
L,2898,381,1059,8.76,90.84247883,111.4270583,18.47,10041,200,8810,918744,554.5
,2925,382,1069,10.17,90.84247883,111.4270583,18.47,10062,200,8977,975077,559.9
,2956,382,1084,11.69,90.84247883,111.4270583,18.47,10100,200,9625,988061,565.0
,3005,385,1104,13.05,91.29054319,111.4270583,18.07,9850,147,9866,1007000,572.3
,3068,387,1134,13.08,91.29054319,111.4270583,18.07,9886,147,9930,1019000,577.6
,3124,395,1157,13.11,91.29054319,111.4270583,18.07,9982,154,9860,1035000,583.3
,3168,397,1178,13.13,91.29054319,111.4270583,18.07,9995,154,9328,1049000,588.5
,3208,401,1197,13.16,91.29054319,111.4270583,18.07,10049,165,9798,1062000,593.6
,3272,403,1225,13.17,91.29054319,111.4270583,18.07,10084,165,9692,1076000,598.8
,3304,406,1238,13.17,91.29054319,111.4270583,18.07,9952,178,9271,1090000,603.8
,3356,412,1261,13.18,91.29054319,111.4270583,18.07,9962,178,9627,1104000,608.9
,3399,418,1279,13.18,91.29054319,111.4270583,18.07,9964,178,9329,1115000,614.2
,3440,417,1297,13.18,91.29054319,111.4270583,18.07,9867,190,9565,1130000,619.2
,3493,419,1321,13.18,91.29054319,111.4270583,18.07,9900,190,9956,1143000,624.8
,3519,423,1332,13.19,91.29054319,111.4270583,18.07,8554,114,9641,1159000,630.4
,3576,434,1353,13.19,91.29054319,111.4270583,18.07,8926,124,9884,1177000,637.1
,3621,436,1375,13.19,91.29054319,111.4270583,18.07,8941,124,9416,1192000,642.7
,3649,436,1387,13.19,91.29054319,111.4270583,18.07,8955,124,9541,1204000,647.9
,3688,441,1404,13.19,91.29054319,111.4270583,18.07,9106,147,9763,1215000,653.0
,3712,441,1415,13.19,91.29054319,111.4270583,18.07,9120,147,9931,1228000,658.4
,3748,443,1431,13.19,91.29054319,111.4270583,18.07,9140,147,9413,1241000,663.7
,3784,446,1447,13.19,91.29054319,111.4270583,18.07,9732,165,9601,1254000,669.2
,3804,448,1455,13.19,91.29054319,111.4270583,18.07,9742,165,9760,1268000,674.7
,3843,451,1472,13.19,91.29054319,111.4270583,18.07,9761,165,10000,1281000,679.9
,3887,455,1489,13.2,91.29054319,111.4270583,18.07,9710,199,9842,1301000,687.4
,3934,463,1509,13.91,93.81347407,111.4270583,15.81,9718,135,9588,1313000,692.4
,3982,464,1531,13.91,93.81347407,111.4270583,15.81,9952,154,9892,1327000,698.1
,4031,464,1555,13.91,93.81347407,111.4270583,15.81,9966,154,9878,1341000,703.5
,4069,465,1572,13.91,93.81347407,111.4270583,15.81,10047,164,9517,1356000,708.5
,4123,468,1597,13.91,93.81347407,111.4270583,15.81,10075,164,9832,1371000,713.8
,4154,469,1609,13.91,93.81347407,111.4270583,15.81,9888,154,8709,1403000,723.0
,4200,472,1628,13.93,93.81347407,111.4270583,15.81,9900,154,9236,1418000,728.1
,4245,472,1651,13.93,93.81347407,111.4270583,15.81,9936,154,9550,1435000,733.3
,4305,477,1678,13.93,93.81347407,111.4270583,15.81,10007,169,9695,1449000,738.6
,4353,480,1700,13.93,93.81347407,111.4270583,15.81,9515,180,9858,1468000,744.6
,4407,481,1725,13.94,93.81347407,111.4270583,15.81,9544,180,9943,1485000,749.7
,4478,489,1756,13.94,93.81347407,111.4270583,15.81,9493,112,9123,1501000,755.0
,4545,491,1789,13.94,93.81347407,111.4270583,15.81,9529,112,9588,1519000,761.0
,4661,537,1820,13.94,93.81347407,111.4270583,15.81,8804,141,9879,1535000,767.6
,4700,538,1839,13.94,93.81347407,111.4270583,15.81,8846,141,9993,1551000,773.4
,4715,537,1845,14.04,93.81347407,111.4270583,15.81,9049,218,9271,1570000,779.3
T,4755,395,1863,15.36,93.81347407,110.5295475,15.12,9072,218,9542,1579000,783.0
,4818,420,1873,15.38,94.90001388,110.5295475,14.14,9009,235,9673,1601000,789.2
,4923,439,1912,15.38,94.90001388,110.5295475,14.14,9018,267,9950,1613000,794.2
,4968,441,1935,15.38,94.90001388,110.5295475,14.14,9050,267,9647,1625000,799.5
,5002,440,1950,15.38,94.90001388,110.5295475,14.14,9055,149,9897,1638000,804.6
,5071,447,1982,15.38,94.90001388,110.5295475,14.14,9081,149,9518,1652000,809.6
,5080,446,1986,15.38,94.90001388,110.5295475,14.14,9168,202,9652,1672000,816.1
,5128,448,2006,15.38,94.90001388,110.5295475,14.14,9186,202,9955,1689000,821.3
,5175,453,2028,15.38,94.90001388,110.5295475,14.14,9000,122,9579,1708000,828.3
,5251,456,2061,15.38,94.90001388,110.5295475,14.14,9044,122,9239,1724000,834.2
,5296,469,2079,15.38,94.90001388,110.5295475,14.14,8738,128,9386,1741000,839.7
,5353,470,2107,15.38,94.90001388,110.5295475,14.14,8768,128,9730,1754000,845.0
,5379,479,2116,15.38,94.90001388,110.5295475,14.14,8845,201,9783,1769000,850.0
,5430,479,2140,15.38,94.90001388,110.5295475,14.14,8869,201,9651,1783000,855.0
,5473,482,2161,15.38,94.90001388,110.5295475,14.14,8891,201,9892,1799000,860.0
,5497,485,2172,15.91,94.90001388,110.5295475,14.14,8175,185,9165,1818000,865.2
,5554,487,2198,16.27,94.90001388,110.5295475,14.14,8204,185,9370,1836000,870.3
,5613,494,2223,16.28,94.90001388,110.5295475,14.14,8528,241,9726,1850000,875.3
,5692,499,2254,16.28,94.90001388,110.5295475,14.14,8323,397,8974,1888000,887.0
,5761,501,2287,16.32,94.90001388,110.5295475,14.14,8361,397,9415,1895000,892.2
,5789,512,2299,16.38,94.90001388,110.5295475,14.14,8229,324,9717,1919000,899.6
,5887,534,2334,16.45,94.90001388,110.5295475,14.14,8652,173,9588,1980000,938.5
,5953,539,2362,16.48,94.90001388,110.5295475,14.14,8681,173,9809,1989000,943.6
,5992,547,2376,16.53,94.90001388,110.5295475,14.14,7539,194,9985,1999000,950.0
,6027,547,2393,16.77,94.90001388,110.5295475,14.14,7557,194,9947,2009000,955.1
,6047,548,2401,17.61,94.90001388,110.5295475,14.14,7566,194,9304,2025000,961.5
,6073,549,2415,17.88,94.90001388,110.5295475,14.14,7585,194,9539,2037000,966.8
,6090,549,2424,17.9,94.90001388,110.5295475,14.14,8005,346,9812,2053000,974.0
,6100,548,2429,17.9,94.90001388,110.5295475,14.14,8064,360,9884,2068000,979.9
,6179,552,2463,17.9,94.90001388,110.5295475,14.14,8089,360,9650,2078000,985.2
,6204,563,2470,17.93,94.90001388,110.5295475,14.14,7569,155,9713,2090000,990.8
,6255,565,2488,17.93,94.90001388,110.5295475,14.14,7587,155,9550,2102000,995.8
,6328,591,2514,17.93,94.90001388,110.5295475,14.14,7668,184,9762,2114000,1001.5
,6379,593,2537,17.93,94.90001388,110.5295475,14.14,7696,184,9893,2129000,1007.6
,6403,594,2549,17.93,94.90001388,110.5295475,14.14,7732,184,9025,2140000,1012.8
,6413,596,2552,18.03,94.90001388,110.5295475,14.14,8238,249,9140,2151000,1019.4
,6438,596,2565,18.27,94.90001388,110.5295475,14.14,8252,249,9454,2159000,1024.5
,6454,597,2572,18.31,94.90001388,110.5295475,14.14,8263,249,9748,2167000,1029.6
,6492,597,2591,18.47,94.90001388,110.5295475,14.14,8285,249,9504,2177000,1035.1
,6523,598,2605,18.61,95.53530231,110.5295475,13.57,8468,286,9755,2187000,1040.2
,6574,599,2631,18.61,95.53530231,110.5295475,13.57,8492,286,9927,2198000,1045.3
,6612,600,2649,18.64,95.53530231,110.5295475,13.57,8292,368,9674,2218000,1053.8
,6651,603,2666,18.71,95.53530231,110.5295475,13.57,8147,230,9262,2228000,1058.8
,6709,607,2693,18.71,95.53530231,110.5295475,13.57,8183,230,9786,2239000,1064.0
,6733,609,2704,18.71,95.53530231,110.5295475,13.57,8141,266,9464,2253000,1069.0
,6756,610,2714,18.71,95.53530231,110.5295475,13.57,8171,266,9578,2274000,1075.6
,6780,610,2725,18.71,95.53530231,110.5295475,13.57,8187,266,9880,2288000,1080.9
,6821,617,2743,18.71,95.53530231,110.5295475,13.57,7581,287,9672,2302000,1086.7
,6865,620,2763,18.74,95.53530231,110.5295475,13.57,7604,287,9607,2309000,1092.2
,6897,622,2778,18.74,95.53530231,110.5295475,13.57,7625,287,8584,2317000,1097.6
,6921,622,2789,18.76,95.53530231,110.5295475,13.57,7652,226,8757,2330000,1103.5
,6982,623,2820,18.79,95.53530231,110.5295475,13.57,7678,226,9128,2337000,1108.6
,7008,623,2831,18.79,95.53530231,110.5295475,13.57,7698,226,9427,2351000,1114.5
,7017,627,2835,18.82,95.53530231,110.5295475,13.57,7024,265,9518,2370000,1120.2
,7047,626,2847,18.95,95.53530231,110.5295475,13.57,7470,140,9588,2381000,1125.4
,7082,630,2862,18.98,95.53530231,110.5295475,13.57,7495,140,9882,2393000,1130.4
,7109,631,2875,19.06,95.53530231,110.5295475,13.57,7515,140,9506,2405000,1135.5
,7146,641,2889,19.1,95.53530231,110.5295475,13.57,7932,173,9902,2422000,1142.0
,7177,645,2903,19.15,95.53530231,110.5295475,13.57,7946,173,9614,2433000,1147.0
,7201,650,2913,19.2,95.53530231,110.5295475,13.57,7959,173,9786,2446000,1152.6
,7227,652,2923,19.26,95.53530231,110.5295475,13.57,7972,173,9657,2457000,1158.0
,7250,656,2931,19.28,95.53530231,110.5295475,13.57,8156,219,9416,2474000,1164.9
,7282,659,2944,19.33,95.53530231,110.5295475,13.57,8168,219,9809,2487000,1170.0
,7321,663,2960,19.33,95.53530231,110.5295475,13.57,8226,219,9576,2493000,1175.1
,7369,675,2982,19.44,95.53530231,110.5295475,13.57,8631,258,9753,2501000,1180.2
,7419,678,3004,19.47,95.53530231,110.5295475,13.57,8670,258,9977,2508000,1185.2
,7481,692,3028,19.71,95.53530231,110.5295475,13.57,8691,75,9610,2517000,1190.2
,7546,712,3048,19.71,95.53530231,110.5295475,13.57,8007,168,9841,2531000,1196.6
,7571,712,3059,19.72,95.53530231,110.5295475,13.57,8019,168,9980,2545000,1202.2
,7604,713,3075,19.77,95.53530231,110.5295475,13.57,7957,109,9578,2560000,1208.4
,7706,727,3116,19.81,95.53530231,110.5295475,13.57,7965,161,9861,2577000,1216.8
,7806,743,3156,19.86,95.53530231,110.5295475,13.57,6723,112,9465,2593000,1226.1
,7842,743,3170,20.0,95.53530231,110.5295475,13.57,6909,137,9726,2611000,1233.8
,7893,743,3193,20.06,95.53530231,110.5295475,13.57,6930,137,9064,2621000,1238.9
,7943,759,3209,20.06,95.53530231,110.5295475,13.57,7304,118,9178,2637000,1247.0
,7994,761,3231,20.06,95.53530231,110.5295475,13.57,7323,118,9487,2645000,1252.2
,8046,774,3252,20.11,95.53530231,110.5295475,13.57,7431,130,9706,2655000,1257.6
,8147,782,3295,20.16,95.53530231,110.5295475,13.57,7941,280,9375,2675000,1268.6
,8217,786,3325,20.57,95.53530231,110.5295475,13.57,7973,280,9724,2683000,1273.9
,8249,796,3337,20.57,95.53530231,110.5295475,13.57,8183,262,9869,2697000,1280.9
,8308,796,3364,20.77,95.53530231,110.5295475,13.57,8207,262,9870,2706000,1286.2
,8343,812,3375,20.78,95.53530231,110.5295475,13.57,7741,287,9196,2719000,1294.6
,8369,813,3387,20.79,95.53530231,110.5295475,13.57,7761,287,9454,2729000,1300.1
,8402,813,3403,20.8,95.53530231,110.5295475,13.57,7785,287,9884,2737000,1305.4
,8437,815,3418,20.8,95.53530231,110.5295475,13.57,7800,287,9475,2744000,1310.4
,8445,818,3420,20.99,95.53530231,110.5295475,13.57,7394,347,9514,2760000,1318.1
,8485,821,3437,21.49,95.53530231,110.5295475,13.57,7414,347,9904,2767000,1323.2
,8536,822,3452,21.6,95.53530231,110.5295475,13.57,7433,347,9093,2776000,1328.6
,8576,852,3463,21.61,95.53530231,110.5295475,13.57,7502,178,9296,2786000,1333.7
T,8641,803,3482,21.61,95.53530231,110.2868484,13.38,7518,178,9376,2787000,1335.1
,8669,812,3496,21.61,95.53530231,110.2868484,13.38,7312,217,9584,2796000,1340.3
,8698,811,3510,21.61,95.53530231,110.2868484,13.38,7366,124,9000,2804000,1345.4
,8710,809,3517,22.4,95.53530231,110.2868484,13.38,7505,158,9223,2823000,1354.3
,8745,813,3531,23.21,95.53530231,110.2868484,13.38,7523,158,9450,2834000,1359.4
,8798,817,3555,23.29,95.53530231,110.2868484,13.38,7552,158,9626,2845000,1364.4
,8811,821,3561,23.5,95.53530231,110.2868484,13.38,7792,217,9773,2864000,1372.7
T,8870,818,3578,23.56,95.53530231,110.2268196,13.33,7807,217,9991,2875000,1377.8
,8917,846,3592,23.58,95.53530231,110.2268196,13.33,7716,193,9018,2904000,1389.0
,8963,847,3615,23.69,95.53530231,110.2268196,13.33,7745,193,9306,2914000,1394.7
,9013,859,3635,23.75,95.53530231,110.2268196,13.33,7769,193,9565,2929000,1401.4
,9018,858,3636,23.8,95.53530231,110.2268196,13.33,7648,214,9742,2943000,1406.5
,9117,879,3672,23.86,95.53530231,110.2268196,13.33,7217,242,9958,2952000,1412.5
,9155,884,3686,23.92,95.53530231,110.2268196,13.33,7232,242,9818,2964000,1417.6
,9220,904,3709,23.93,95.53530231,110.2268196,13.33,7193,268,9591,2984000,1426.2
,9258,908,3726,23.93,95.53530231,110.2268196,13.33,7208,268,9821,2997000,1431.4
,9299,912,3744,23.93,95.53530231,110.2268196,13.33,7219,268,9561,3011000,1436.5
,9322,920,3753,23.93,95.53530231,110.2268196,13.33,7125,160,9848,3024000,1441.6
,9359,920,3772,23.93,95.53530231,110.2268196,13.33,7472,196,9440,3035000,1447.3
,9398,919,3790,23.96,95.53530231,110.2268196,13.33,7079,221,9866,3045000,1452.6
,9446,919,3813,23.96,95.53530231,110.2268196,13.33,7113,221,9132,3053000,1457.9
,9467,924,3823,24.37,95.53530231,110.2268196,13.33,7144,383,9322,3065000,1463.5
,9490,923,3833,24.76,95.53530231,110.2268196,13.33,7119,392,9544,3098000,1477.3
,9527,924,3851,24.81,95.53530231,110.2268196,13.33,7139,392,9839,3106000,1482.5
,9557,924,3866,24.81,95.53530231,110.2268196,13.33,7158,392,9780,3113000,1487.6
,9579,924,3877,24.82,95.53530231,110.2268196,13.33,7176,392,9450,3123000,1492.9
,9593,927,3881,24.83,95.53530231,110.2268196,13.33,7180,441,9600,3141000,1500.0
,9623,928,3891,24.85,95.53530231,110.2268196,13.33,7192,441,9816,3152000,1505.2
,9682,931,3917,24.85,95.53530231,110.2268196,13.33,7217,441,9478,3162000,1511.1
,9712,943,3928,24.85,95.53530231,110.2268196,13.33,7151,202,9845,3173000,1516.1
,9792,969,3955,24.85,95.53530231,110.2268196,13.33,7155,231,9081,3188000,1523.5
,9842,970,3977,24.86,95.53530231,110.2268196,13.33,7172,231,9685,3197000,1528.7
,9889,989,3991,24.86,95.53530231,110.2268196,13.33,6940,279,9996,3211000,1535.4
,9912,989,4002,24.87,95.53530231,110.2268196,13.33,6955,279,9899,3218000,1540.4
,9929,989,4009,24.87,95.53530231,110.2268196,13.33,7019,206,9768,3228000,1546.0
,9969,991,4028,24.9,95.53530231,110.2268196,13.33,7041,206,9733,3241000,1551.1
,10015,996,4049,24.91,95.53530231,110.2268196,13.33,7061,206,9203,3253000,1556.1
,10032,999,4054,24.92,95.53530231,110.2268196,13.33,5631,230,9460,3273000,1565.0
,10081,1003,4077,24.92,95.53530231,110.2268196,13.33,5689,243,9382,3288000,1572.1
,10116,1004,4093,24.93,95.53530231,110.2268196,13.33,5708,243,9751,3296000,1577.1
,10158,1006,4113,24.93,95.53530231,110.2268196,13.33,5730,243,9609,3303000,1582.3
,10190,1008,4129,24.94,95.53530231,110.2268196,13.33,5399,247,9882,3310000,1587.5
,10214,1008,4139,24.94,95.53530231,110.2268196,13.33,5413,247,9694,3321000,1592.7
,10251,1010,4156,24.94,95.53530231,110.2268196,13.33,5431,247,9497,3330000,1598.1
,10279,1012,4170,24.94,95.53530231,110.2268196,13.33,5448,247,9616,3338000,1603.1
,10312,1009,4185,24.99,95.53530231,110.2268196,13.33,4970,205,9085,3357000,1612.2
,10413,1041,4219,25.66,95.53530231,110.2268196,13.33,5208,187,9462,3370000,1619.2
,10447,1041,4235,25.79,95.53530231,110.2268196,13.33,4663,248,9875,3397000,1630.6
,10482,1042,4251,25.9,95.53530231,110.2268196,13.33,4684,248,9804,3406000,1635.7
,10543,1046,4278,25.93,95.53530231,110.2268196,13.33,4711,248,9561,3411000,1640.9
,10567,1049,4290,26.12,95.53530231,110.2268196,13.33,4710,207,9362,3421000,1646.0
,10633,1050,4321,26.31,95.53530231,110.2268196,13.33,4738,207,9857,3427000,1651.1
,10675,1053,4339,26.33,95.53530231,110.2268196,13.33,4848,238,9602,3437000,1656.2
,10726,1056,4363,26.34,95.53530231,110.2268196,13.33,4874,238,9551,3444000,1661.2
,10756,1058,4375,26.35,95.53530231,110.2268196,13.33,5069,273,9396,3465000,1670.7
,10852,1077,4414,26.36,95.53530231,110.2268196,13.33,5056,287,9763,3474000,1675.8
,10907,1078,4441,26.38,95.53530231,110.2268196,13.33,5082,287,9444,3481000,1680.9
,10923,1075,4448,26.52,95.53530231,110.2268196,13.33,5058,212,9625,3499000,1687.3
,10980,1104,4461,26.59,95.5830759,110.2268196,13.29,5115,250,9796,3544000,1707.7
,11081,1117,4504,26.73,95.5830759,110.2268196,13.29,5058,269,9317,3556000,1713.9
,11180,1134,4543,26.84,95.5830759,110.2268196,13.29,5097,168,9752,3566000,1719.4
,11217,1135,4560,26.86,95.5830759,110.2268196,13.29,4898,312,9358,3575000,1724.5
,11251,1138,4571,26.87,95.5830759,110.2268196,13.29,4931,213,9759,3601000,1735.9
,11346,1151,4614,26.97,95.5830759,110.2268196,13.29,4604,271,9783,3609000,1741.2
,11448,1166,4656,27.1,95.5830759,110.2268196,13.29,4572,162,9001,3616000,1746.3
T,11501,771,4679,27.77,95.5830759,109.554285,12.75,4341,195,9497,3625000,1751.3
,11543,769,4689,28.04,95.5830759,109.554285,12.75,4309,237,9690,3639000,1756.5
,11630,795,4719,28.28,95.5830759,109.554285,12.75,4924,213,9841,3655000,1764.1
,11666,797,4736,28.35,95.5830759,109.554285,12.75,4944,213,9730,3670000,1770.1
,11702,799,4752,28.4,95.5830759,109.554285,12.75,4960,213,9949,3681000,1775.4
,11732,802,4765,28.44,95.5830759,109.554285,12.75,5037,254,9564,3690000,1780.4
,11763,802,4780,28.45,95.5830759,109.554285,12.75,5052,254,9834,3702000,1785.9
,11798,802,4797,28.45,95.5830759,109.554285,12.75,5069,254,9384,3714000,1791.0
,11828,807,4811,28.45,95.5830759,109.554285,12.75,5053,274,9505,3727000,1796.9
,11853,807,4824,28.45,95.5830759,109.554285,12.75,5063,274,9671,3741000,1802.4
,11876,807,4834,28.46,95.5830759,109.554285,12.75,5075,274,9847,3755000,1807.6
,11902,807,4847,28.46,95.5830759,109.554285,12.75,5090,274,9990,3770000,1813.1
,11926,810,4858,28.46,95.5830759,109.554285,12.75,5106,204,8985,3788000,1821.3
,11949,810,4869,28.46,95.5830759,109.554285,12.75,5119,204,9219,3800000,1826.6
,11973,812,4878,28.46,95.5830759,109.554285,12.75,5129,204,9382,3813000,1831.6
,11986,811,4885,28.47,95.5830759,109.554285,12.75,5411,237,9610,3836000,1840.3
,12022,811,4902,28.47,95.5830759,109.554285,12.75,5425,237,9728,3848000,1846.2
,12051,811,4916,28.47,95.5830759,109.554285,12.75,5443,237,9918,3860000,1852.1
,12074,811,4926,28.47,95.5830759,109.554285,12.75,5455,237,9420,3871000,1857.1
,12089,815,4933,28.47,95.5830759,109.554285,12.75,5471,262,9532,3884000,1862.1
,12107,815,4942,28.47,95.5830759,109.554285,12.75,5487,262,9763,3896000,1867.1
,12127,815,4952,28.47,95.5830759,109.554285,12.75,5503,262,8474,3907000,1872.2
,12146,816,4961,28.47,95.5830759,109.554285,12.75,5516,262,8825,3920000,1877.7
,12168,813,4971,28.49,95.5830759,109.554285,12.75,5598,191,9049,3950000,1889.2
,12198,814,4984,28.53,95.5830759,109.554285,12.75,5611,191,9231,3966000,1895.5
,12237,815,5003,28.53,95.5830759,109.554285,12.75,5625,191,9500,3977000,1901.0
L,12263,822,5016,28.53,95.58638265,109.554285,12.75,5903,319,9770,3983000,1961.1
,12284,822,5025,28.57,95.58638265,109.554285,12.75,5911,319,9879,4114000,1966.5
,12329,828,5044,28.59,95.58638265,109.554285,12.75,5974,391,9617,4127000,1972.4
,12342,828,5051,28.6,95.58638265,109.554285,12.75,5982,391,9744,4143000,1978.3
,12361,827,5060,28.62,95.58638265,109.554285,12.75,5916,231,9996,4154000,1983.4
,12380,828,5069,28.65,95.58638265,109.554285,12.75,5929,231,9673,4169000,1989.4
,12407,828,5083,28.67,95.58638265,109.554285,12.75,5948,231,9911,4181000,1994.4
,12427,827,5094,28.7,95.58638265,109.554285,12.75,5826,289,9854,4198000,2001.7
,12462,828,5111,28.71,95.58638265,109.554285,12.75,5839,289,9769,4208000,2006.8
,12469,828,5113,28.72,95.58638265,109.554285,12.75,6102,219,9843,4268000,2030.5
,12524,828,5140,28.73,95.58638265,109.554285,12.75,6126,219,9940,4277000,2035.5
,12573,842,5158,28.74,95.58638265,109.554285,12.75,5644,164,9500,4288000,2040.8
,12635,842,5187,28.74,95.58638265,109.554285,12.75,5674,164,9794,4300000,2045.9
,12680,842,5209,28.74,95.58638265,109.554285,12.75,5730,180,9698,4312000,2050.9
